ID,TextID,Name,Icon,Rarity,Steps,RewardBundle,RewardCatalog,RewardItem,RewardUnlock,Group,TrophyMultiplier,,,,,,,,,,,,,,,
99,DAILY_DAMAGE_HIGH_WITH_STANDARD_CARRONADE,QUEST_NAME_DAMAGE_WITH_ITEM,CARRONADE_R2_E1,2,STEP_DAMAGE_HIGH_WITH_STANDARD_CARRONADE,,catalog_quest_r2,,,DAMAGE_WITH_STANDARD_CARRONADE,3,,,,,,,,,,,,,,,
100,DAILY_DAMAGE_HIGH_WITH_FIRE_BOMB,QUEST_NAME_DAMAGE_WITH_ITEM,FIRE_BOMB_R2_E1,2,STEP_DAMAGE_HIGH_WITH_FIRE_BOMB,,catalog_quest_r2,,,DAMAGE_WITH_FIRE_BOMB,3,,,,,,,,,,,,,,,
101,DAILY_DAMAGE_HIGH_WITH_FLARE_GUN,QUEST_NAME_DAMAGE_WITH_ITEM,FLARE_GUN_R2_E1,2,STEP_DAMAGE_HIGH_WITH_FLARE_GUN,,catalog_quest_r2,,,DAMAGE_WITH_FLARE_GUN,3,,,,,,,,,,,,,,,
102,DAILY_DAMAGE_HIGH_WITH_GRENADE,QUEST_NAME_DAMAGE_WITH_ITEM,GRENADE_R2_E1,2,STEP_DAMAGE_HIGH_WITH_GRENADE,,catalog_quest_r2,,,DAMAGE_WITH_GRENADE,3,,,,,,,,,,,,,,,
103,DAILY_DAMAGE_HIGH_WITH_MINE,QUEST_NAME_DAMAGE_WITH_ITEM,MINE_R2_E1,2,STEP_DAMAGE_HIGH_WITH_MINE,,catalog_quest_r2,,,DAMAGE_WITH_MINE,3,,,,,,,,,,,,,,,
104,DAILY_DAMAGE_HIGH_WITH_MISSILE,QUEST_NAME_DAMAGE_WITH_ITEM,MISSILE_R2_E1,2,STEP_DAMAGE_HIGH_WITH_MISSILE,,catalog_quest_r2,,,DAMAGE_WITH_MISSILE,3,,,,,,,,,,,,,,,
105,DAILY_DAMAGE_HIGH_WITH_BIG_MORTAR,QUEST_NAME_DAMAGE_WITH_ITEM,MORTAR_BIG_R2_E1,2,STEP_DAMAGE_HIGH_WITH_BIG_MORTAR,,catalog_quest_r2,,,DAMAGE_WITH_BIG_MORTAR,3,,,,,,,,,,,,,,,
106,DAILY_DAMAGE_HIGH_WITH_LARGE_AREA_MORTAR,QUEST_NAME_DAMAGE_WITH_ITEM,MORTAR_LARGE_AREA_R2_E1,2,STEP_DAMAGE_HIGH_WITH_LARGE_AREA_MORTAR,,catalog_quest_r2,,,DAMAGE_WITH_LARGE_AREA_MORTAR,3,,,,,,,,,,,,,,,
107,DAILY_DAMAGE_HIGH_WITH_LONG_RANGE_MORTAR,QUEST_NAME_DAMAGE_WITH_ITEM,MORTAR_LONG_RANGE_R2_E1,2,STEP_DAMAGE_HIGH_WITH_LONG_RANGE_MORTAR,,catalog_quest_r2,,,DAMAGE_WITH_LONG_RANGE_MORTAR,3,,,,,,,,,,,,,,,
108,DAILY_DAMAGE_HIGH_WITH_STANDARD_MORTAR,QUEST_NAME_DAMAGE_WITH_ITEM,MORTAR_R2_E1,2,STEP_DAMAGE_HIGH_WITH_STANDARD_MORTAR,,catalog_quest_r2,,,DAMAGE_WITH_STANDARD_MORTAR,3,,,,,,,,,,,,,,,
109,DAILY_DAMAGE_HIGH_WITH_NAPALM,QUEST_NAME_DAMAGE_WITH_ITEM,NAPALM_R2_E1,2,STEP_DAMAGE_HIGH_WITH_NAPALM,,catalog_quest_r2,,,DAMAGE_WITH_NAPALM,3,,,,,,,,,,,,,,,
110,DAILY_DAMAGE_HIGH_WITH_RAILGUN,QUEST_NAME_DAMAGE_WITH_ITEM,RAILGUN_R2_E1,2,STEP_DAMAGE_HIGH_WITH_RAILGUN,,catalog_quest_r2,,,DAMAGE_WITH_RAILGUN,3,,,,,,,,,,,,,,,
111,DAILY_DAMAGE_HIGH_WITH_FAST_TORPEDO,QUEST_NAME_DAMAGE_WITH_ITEM,TORPEDO_FAST_R2_E1,2,STEP_DAMAGE_HIGH_WITH_FAST_TORPEDO,,catalog_quest_r2,,,DAMAGE_WITH_FAST_TORPEDO,3,,,,,,,,,,,,,,,
112,DAILY_DAMAGE_HIGH_WITH_BIG_TORPEDO,QUEST_NAME_DAMAGE_WITH_ITEM,TORPEDO_R2_E1,2,STEP_DAMAGE_HIGH_WITH_BIG_TORPEDO,,catalog_quest_r2,,,DAMAGE_WITH_BIG_TORPEDO,3,,,,,,,,,,,,,,,
113,DAILY_DAMAGE_HIGH_WITH_TRIPLE_TORPEDO,QUEST_NAME_DAMAGE_WITH_ITEM,TORPEDO_TRIPLE_R2_E1,2,STEP_DAMAGE_HIGH_WITH_TRIPLE_TORPEDO,,catalog_quest_r2,,,DAMAGE_WITH_TRIPLE_TORPEDO,3,,,,,,,,,,,,,,,
114,DAILY_DAMAGE_VERY_HIGH_WITH_BLAST_CANNON,QUEST_NAME_DAMAGE_WITH_ITEM,CANNON_BLAST_R2_E1,2,STEP_DAMAGE_VERY_HIGH_WITH_BLAST_CANNON,,catalog_quest_r2,,,DAMAGE_WITH_BLAST_CANNON,3,,,,,,,,,,,,,,,
115,DAILY_DAMAGE_VERY_HIGH_WITH_STANDARD_CANNON,QUEST_NAME_DAMAGE_WITH_ITEM,CANNON_R2_E1,2,STEP_DAMAGE_VERY_HIGH_WITH_STANDARD_CANNON,,catalog_quest_r2,,,DAMAGE_WITH_STANDARD_CANNON,3,,,,,,,,,,,,,,,
116,DAILY_DAMAGE_VERY_HIGH_WITH_SNIPER_CANNON,QUEST_NAME_DAMAGE_WITH_ITEM,CANNON_SNIPER_R2_E1,2,STEP_DAMAGE_VERY_HIGH_WITH_SNIPER_CANNON,,catalog_quest_r2,,,DAMAGE_WITH_SNIPER_CANNON,3,,,,,,,,,,,,,,,
117,DAILY_DAMAGE_VERY_HIGH_WITH_STANDARD_CARRONADE,QUEST_NAME_DAMAGE_WITH_ITEM,CARRONADE_R2_E1,2,STEP_DAMAGE_VERY_HIGH_WITH_STANDARD_CARRONADE,,catalog_quest_r2,,,DAMAGE_WITH_STANDARD_CARRONADE,3,,,,,,,,,,,,,,,
118,DAILY_DAMAGE_VERY_HIGH_WITH_FIRE_BOMB,QUEST_NAME_DAMAGE_WITH_ITEM,FIRE_BOMB_R2_E1,2,STEP_DAMAGE_VERY_HIGH_WITH_FIRE_BOMB,,catalog_quest_r2,,,DAMAGE_WITH_FIRE_BOMB,3,,,,,,,,,,,,,,,
119,DAILY_DAMAGE_VERY_HIGH_WITH_FLARE_GUN,QUEST_NAME_DAMAGE_WITH_ITEM,FLARE_GUN_R2_E1,2,STEP_DAMAGE_VERY_HIGH_WITH_FLARE_GUN,,catalog_quest_r2,,,DAMAGE_WITH_FLARE_GUN,3,,,,,,,,,,,,,,,
120,DAILY_DAMAGE_VERY_HIGH_WITH_GRENADE,QUEST_NAME_DAMAGE_WITH_ITEM,GRENADE_R2_E1,2,STEP_DAMAGE_VERY_HIGH_WITH_GRENADE,,catalog_quest_r2,,,DAMAGE_WITH_GRENADE,3,,,,,,,,,,,,,,,
121,DAILY_DAMAGE_VERY_HIGH_WITH_MINE,QUEST_NAME_DAMAGE_WITH_ITEM,MINE_R2_E1,2,STEP_DAMAGE_VERY_HIGH_WITH_MINE,,catalog_quest_r2,,,DAMAGE_WITH_MINE,3,,,,,,,,,,,,,,,
122,DAILY_DAMAGE_VERY_HIGH_WITH_MISSILE,QUEST_NAME_DAMAGE_WITH_ITEM,MISSILE_R2_E1,2,STEP_DAMAGE_VERY_HIGH_WITH_MISSILE,,catalog_quest_r2,,,DAMAGE_WITH_MISSILE,3,,,,,,,,,,,,,,,
123,DAILY_DAMAGE_VERY_HIGH_WITH_BIG_MORTAR,QUEST_NAME_DAMAGE_WITH_ITEM,MORTAR_BIG_R2_E1,2,STEP_DAMAGE_VERY_HIGH_WITH_BIG_MORTAR,,catalog_quest_r2,,,DAMAGE_WITH_BIG_MORTAR,3,,,,,,,,,,,,,,,
124,DAILY_DAMAGE_VERY_HIGH_WITH_LARGE_AREA_MORTAR,QUEST_NAME_DAMAGE_WITH_ITEM,MORTAR_LARGE_AREA_R2_E1,2,STEP_DAMAGE_VERY_HIGH_WITH_LARGE_AREA_MORTAR,,catalog_quest_r2,,,DAMAGE_WITH_LARGE_AREA_MORTAR,3,,,,,,,,,,,,,,,
125,DAILY_DAMAGE_VERY_HIGH_WITH_LONG_RANGE_MORTAR,QUEST_NAME_DAMAGE_WITH_ITEM,MORTAR_LONG_RANGE_R2_E1,2,STEP_DAMAGE_VERY_HIGH_WITH_LONG_RANGE_MORTAR,,catalog_quest_r2,,,DAMAGE_WITH_LONG_RANGE_MORTAR,3,,,,,,,,,,,,,,,
126,DAILY_DAMAGE_VERY_HIGH_WITH_STANDARD_MORTAR,QUEST_NAME_DAMAGE_WITH_ITEM,MORTAR_R2_E1,2,STEP_DAMAGE_VERY_HIGH_WITH_STANDARD_MORTAR,,catalog_quest_r2,,,DAMAGE_WITH_STANDARD_MORTAR,3,,,,,,,,,,,,,,,
127,DAILY_DAMAGE_VERY_HIGH_WITH_NAPALM,QUEST_NAME_DAMAGE_WITH_ITEM,NAPALM_R2_E1,2,STEP_DAMAGE_VERY_HIGH_WITH_NAPALM,,catalog_quest_r2,,,DAMAGE_WITH_NAPALM,3,,,,,,,,,,,,,,,
128,DAILY_DAMAGE_VERY_HIGH_WITH_RAILGUN,QUEST_NAME_DAMAGE_WITH_ITEM,RAILGUN_R2_E1,2,STEP_DAMAGE_VERY_HIGH_WITH_RAILGUN,,catalog_quest_r2,,,DAMAGE_WITH_RAILGUN,3,,,,,,,,,,,,,,,
129,DAILY_DAMAGE_VERY_HIGH_WITH_FAST_TORPEDO,QUEST_NAME_DAMAGE_WITH_ITEM,TORPEDO_FAST_R2_E1,2,STEP_DAMAGE_VERY_HIGH_WITH_FAST_TORPEDO,,catalog_quest_r2,,,DAMAGE_WITH_FAST_TORPEDO,3,,,,,,,,,,,,,,,
130,DAILY_DAMAGE_VERY_HIGH_WITH_BIG_TORPEDO,QUEST_NAME_DAMAGE_WITH_ITEM,TORPEDO_R2_E1,2,STEP_DAMAGE_VERY_HIGH_WITH_BIG_TORPEDO,,catalog_quest_r2,,,DAMAGE_WITH_BIG_TORPEDO,3,,,,,,,,,,,,,,,
131,DAILY_DAMAGE_VERY_HIGH_WITH_TRIPLE_TORPEDO,QUEST_NAME_DAMAGE_WITH_ITEM,TORPEDO_TRIPLE_R2_E1,2,STEP_DAMAGE_VERY_HIGH_WITH_TRIPLE_TORPEDO,,catalog_quest_r2,,,DAMAGE_WITH_TRIPLE_TORPEDO,3,,,,,,,,,,,,,,,
132,DAILY_HEAL_6000,QUEST_NAME_HEAL,quests/quest_heal,1,STEP_HEAL_6000,,catalog_quest_r1,,,QUEST_NAME_HEAL,1,,,,,,,,,,,,,,,
133,DAILY_HEAL_9000,QUEST_NAME_HEAL,quests/quest_heal,1,STEP_HEAL_9000,,catalog_quest_r1,,,QUEST_NAME_HEAL,1,,,,,,,,,,,,,,,
134,DAILY_HEAL_12000,QUEST_NAME_HEAL,quests/quest_heal,1,STEP_HEAL_12000,,catalog_quest_r1,,,QUEST_NAME_HEAL,1,,,,,,,,,,,,,,,
135,DAILY_HEAL_16000,QUEST_NAME_HEAL,quests/quest_heal,1,STEP_HEAL_16000,,catalog_quest_r1,,,QUEST_NAME_HEAL,1,,,,,,,,,,,,,,,
136,DAILY_HEAL_20000,QUEST_NAME_HEAL,quests/quest_heal,1,STEP_HEAL_20000,,catalog_quest_r1,,,QUEST_NAME_HEAL,1,,,,,,,,,,,,,,,
137,PROGRESS_WIN_BATTLES_5,QUEST_NAME_WIN,quests/quest_winner,1,STEP_WIN_5_BATTLES,SC_ITEM_10000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
138,PROGRESS_DEAL_DAMAGE_200_CANNON,QUEST_NAME_DAMAGE_WITH_ITEM,CANNON_R1_E1,1,STEP_PROGRESS_DEAL_DAMAGE_200_CANNON,PEARLS_10,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
139,PROGRESS_BUY_ITEM_10,QUEST_NAME_PROGRESS_BUY_NUM_ITEMS,quests/quest_buy,1,STEP_PROGRESS_BUY_ITEM_10,SC_CREW_10000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
140,PROGRESS_LEVEL_ITEM_5_CANNON,QUEST_NAME_PROGRESS_LEVEL_ITEM,CANNON_R1_E1,1,STEP_PROGRESS_LEVEL_ITEM_5_CANNON,SC_ITEM_5000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
141,PROGRESS_TRAIN_3_BHURT,QUEST_NAME_PROGRESS_TRAIN,crew/crew_cannoneer_button,1,STEP_PROGRESS_TRAIN_3_BHURT,PEARLS_5,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
142,PROGRESS_EARN_INFAMY_300,QUEST_NAME_PROGRESS_INFAMY,quests/quest_earn_infamy,1,STEP_PROGRESS_EARN_INFAMY_300,PEARLS_10,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
143,PROGRESS_BUY_ITEM_1_GRENADE_UNCOMMON,QUEST_NAME_BUY_ITEM,GRENADE_R2_E1,1,STEP_PROGRESS_BUY_ITEM_1_GRENADE_UNCOMMON,SC_CREW_5000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
144,PROGRESS_DEAL_DAMAGE_300_GRENADE,QUEST_NAME_DAMAGE_WITH_ITEM,GRENADE_R1_E1,1,STEP_PROGRESS_DEAL_DAMAGE_300_GRENADE,PEARLS_5,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
145,PROGRESS_TRAIN_2_SWIFT,QUEST_NAME_PROGRESS_TRAIN,crew/crew_sailor_button,1,STEP_PROGRESS_TRAIN_2_SWIFT,PEARLS_10,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
146,PROGRESS_LEVEL_ITEM_5_SPEED_PASSIVE,QUEST_NAME_PROGRESS_LEVEL_ITEM,SPEED_PASSIVE_R1_E1,1,STEP_PROGRESS_LEVEL_ITEM_5_SPEED_PASSIVE,SC_ITEM_15000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
147,PROGRESS_TRAIN_4_BHURT,QUEST_NAME_PROGRESS_TRAIN,crew/crew_cannoneer_button,1,STEP_PROGRESS_TRAIN_4_BHURT,PEARLS_10,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
148,PROGRESS_FUSE_ITEMS_10,QUEST_NAME_FUSE_ITEMS,quests/quest_fuse,1,STEP_PROGRESS_FUSE_ITEMS_10,SC_ITEM_5000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
149,PROGRESS_BUY_SHIP_1_SPEED_SHIP,QUEST_NAME_BUY_SHIP_SPEED,quests/quest_speeder,1,STEP_PROGRESS_BUY_SHIP_1_SPEED_SHIP,REWARD_QUEST_NAME_BUY_SHIP_1_SPEED_SHIP,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
150,PROGRESS_BUY_ITEM_1_CONTROL,QUEST_NAME_BUY_ITEM,quests/quest_control_item,1,STEP_PROGRESS_BUY_ITEM_1_CONTROL,SC_ITEM_5000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
151,PROGRESS_SINK_SHIPS_5,QUEST_NAME_DESTROY,quests/quest_destroy,1,STEP_DESTROY_5_SHIPS,PEARLS_10,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
152,PROGRESS_CAPTAIN_LEVEL_5,QUEST_NAME_REACH_CAPTAIN_LEVEL,quests/quest_captain_up,1,STEP_PROGRESS_CAPTAIN_LEVEL_5,SC_CREW_10000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
153,PROGRESS_TRAIN_2_ISAK,QUEST_NAME_PROGRESS_TRAIN,crew/crew_fisherman_button,1,STEP_PROGRESS_TRAIN_2_ISAK,PEARLS_15,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
154,PROGRESS_HIRE_1_MORTIMER,QUEST_NAME_PROGRESS_HIRE,crew/crew_mortarman_button,1,STEP_PROGRESS_HIRE_1_MORTIMER,PEARLS_15,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
155,PROGRESS_BUY_ITEM_1_MORTAR_UNCOMMON,QUEST_NAME_BUY_ITEM,MORTAR_R1_E1,1,STEP_PROGRESS_BUY_ITEM_1_MORTAR_UNCOMMON,SC_CREW_5000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
156,PROGRESS_DEAL_DAMAGE_500_MORTAR,QUEST_NAME_DAMAGE_WITH_ITEM,quests/quest_guns,1,STEP_PROGRESS_DEAL_DAMAGE_500_MORTAR,SC_ITEM_10000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
157,PROGRESS_TRAIN_3_ISAK,QUEST_NAME_PROGRESS_TRAIN,crew/crew_fisherman_button,1,STEP_PROGRESS_TRAIN_3_ISAK,PEARLS_15,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
158,PROGRESS_TRAIN_2_MORTIMER,QUEST_NAME_PROGRESS_TRAIN,crew/crew_mortarman_button,1,STEP_PROGRESS_TRAIN_2_MORTIMER,PEARLS_15,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
159,PROGRESS_LEVEL_ITEM_5_MORTAR,QUEST_NAME_PROGRESS_LEVEL_ITEM,MORTAR_R1_E1,1,STEP_PROGRESS_LEVEL_ITEM_5_MORTAR,SC_ITEM_3500,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
160,PROGRESS_DEAL_DAMAGE_500_BLAST_CANNON,QUEST_NAME_DAMAGE_WITH_ITEM,quests/quest_guns,1,STEP_PROGRESS_DEAL_DAMAGE_500_BLAST_CANNON,PEARLS_15,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
161,PROGRESS_LEVEL_ITEM_10_BLAST_CANNON,QUEST_NAME_PROGRESS_LEVEL_ITEM,quests/quest_guns,1,STEP_PROGRESS_LEVEL_ITEM_10_BLAST_CANNON,PEARLS_15,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
162,PROGRESS_TRAIN_4_ISAK,QUEST_NAME_PROGRESS_TRAIN,crew/crew_fisherman_button,1,STEP_PROGRESS_TRAIN_4_ISAK,PEARLS_15,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
163,PROGRESS_FREEZE_60_AREA_SLOW,QUEST_NAME_FREEZE,quests/quest_freeze,1,STEP_PROGRESS_FREEZE_60_AREA_SLOW,PEARLS_20,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
164,PROGRESS_EARN_STARS_5,QUEST_NAME_BATTLESTARS,quests/quest_battlestars,1,STEP_PROGRESS_EARN_STARS_5,PEARLS_5,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
165,PROGRESS_SPEND_GOLD_30000,QUEST_NAME_SPEND_GOLD,quests/quest_spend_gold,1,STEP_PROGRESS_SPEND_GOLD_30000,SC_CREW_6000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
166,PROGRESS_UPGRADE_SHIP_2_CANNON_SHIP,QUEST_NAME_BUY_SHIP,quests/quest_shooter,1,STEP_PROGRESS_UPGRADE_SHIP_2_CANNON_SHIP,SC_ITEM_15000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
167,PROGRESS_EARN_INFAMY_600,QUEST_NAME_PROGRESS_INFAMY,quests/quest_earn_infamy,1,STEP_PROGRESS_EARN_INFAMY_600,PEARLS_20,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
168,PROGRESS_HIRE_1_FELIX,QUEST_NAME_PROGRESS_HIRE,crew/crew_carpenter_button,1,STEP_PROGRESS_HIRE_1_FELIX,PEARLS_30,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
169,PROGRESS_BUY_AND_HEAL_500,QUEST_NAME_BUY_AND_HEAL_500,AREA_HEAL_R1_E1,1,STEP_PROGRESS_BUY_ITEM_1_AREA_HEAL_UNCOMMON,SC_ITEM_8000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
170,PROGRESS_HEAL_500_AREA_HEAL,QUEST_NAME_BUY_AND_HEAL_500,quests/quest_heal,1,STEP_PROGRESS_HEAL_500_AREA_HEAL,,,AREA_HEAL_R2_E1,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
171,PROGRESS_BUY_SHIP_1_HEALING_SHIP,QUEST_NAME_BUY_SHIP,quests/quest_fixer,1,STEP_PROGRESS_BUY_SHIP_1_HEALING_SHIP,SC_CREW_6000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
172,PROGRESS_DEAL_DAMAGE_1000,QUEST_NAME_DEAL_DAMAGE,quests/quest_damage,1,STEP_PROGRESS_DEAL_DAMAGE_1000,PEARLS_25,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
173,PROGRESS_WIN_BATTLES_3,QUEST_NAME_WIN,quests/quest_winner,1,STEP_PROGRESS_WIN_BATTLES_3,SC_ITEM_9000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
174,PROGRESS_SINK_SHIPS_10,QUEST_NAME_DESTROY,quests/quest_destroy,1,STEP_PROGRESS_SINK_SHIPS_10,SC_CREW_10000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
175,PROGRESS_SPEND_SUGAR_15000,QUEST_NAME_SPEND_SUGAR,quests/quest_spend_sugar,1,STEP_PROGRESS_SPEND_SUGAR_15000,SC_CREW_5000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
176,PROGRESS_FUSE_ITEMS_30,QUEST_NAME_FUSE_ITEMS,quests/quest_fuse,1,STEP_PROGRESS_FUSE_ITEMS_30,PEARLS_20,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
177,PROGRESS_TRAIN_4_SWIFT,QUEST_NAME_PROGRESS_TRAIN,crew/crew_sailor_button,1,STEP_PROGRESS_TRAIN_4_SWIFT,PEARLS_50,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
178,PROGRESS_BUY_ITEM_1_CARRONADE_UNCOMMON,QUEST_NAME_BUY_ITEM,CARRONADE_R1_E1,1,STEP_PROGRESS_BUY_ITEM_1_CARRONADE_UNCOMMON,SC_CREW_10000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
179,PROGRESS_DEAL_DAMAGE_600_CARRONADE,QUEST_NAME_DAMAGE_WITH_ITEM,quests/quest_guns,1,STEP_PROGRESS_DEAL_DAMAGE_600_CARRONADE,PEARLS_20,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
180,PROGRESS_LEVEL_ITEM_20_CARRONADE,QUEST_NAME_PROGRESS_LEVEL_ITEM,CARRONADE_R1_E1,1,STEP_PROGRESS_LEVEL_ITEM_20_CARRONADE,SC_ITEM_20000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
181,PROGRESS_APPLY_PERKS_1,QUEST_NAME_APPLY_PERKS,quests/quest_perk,1,STEP_PROGRESS_APPLY_PERKS_1,SC_ITEM_20000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
182,PROGRESS_WIN_BATTLES_5_MORE,QUEST_NAME_WIN,quests/quest_winner,1,STEP_WIN_5_BATTLES,SC_ITEM_1000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
183,PROGRESS_CAPTAIN_LEVEL_10,QUEST_NAME_REACH_CAPTAIN_LEVEL,quests/quest_captain_up,1,STEP_PROGRESS_CAPTAIN_LEVEL_10,SC_ITEM_50000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
184,PROGRESS_FIRE_WEAPON_100_ATTACK,QUEST_NAME_FIRE,quests/quest_shoot,1,STEP_PROGRESS_FIRE_WEAPON_100_ATTACK,PEARLS_20,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
185,PROGRESS_UPGRADE_SHIP_1_MK 2,QUEST_NAME_UPGRADE_SHIP,quests/quest_upgrade_ship2,1,STEP_PROGRESS_UPGRADE_SHIP_1_MK_2,SC_ITEM_10000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
186,PROGRESS_WIN_BATTLES_10,QUEST_NAME_WIN,quests/quest_winner,1,STEP_WIN_10_BATTLES,SC_CREW_20000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
187,PROGRESS_EARN_STARS_15,QUEST_NAME_BATTLESTARS,quests/quest_battlestars,1,STEP_PROGRESS_EARN_STARS_15,SC_ITEM_15000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
188,PROGRESS_OPEN_BOX_2_UNCOMMON,QUEST_NAME_OPEN_BOX_2_UNCOMMON,items/item_mystery_box_1,1,STEP_PROGRESS_OPEN_BOX_2_UNCOMMON,,,MYSTERY_BOX_R2,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
189,PROGRESS_DEAL_DAMAGE_5000,QUEST_NAME_DEAL_DAMAGE,quests/quest_damage,1,STEP_DEAL_5000_DAMAGE,PEARLS_30,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
190,PROGRESS_BUY_ITEM_3,QUEST_NAME_PROGRESS_BUY_NUM_ITEMS,quests/quest_buy,1,STEP_PROGRESS_BUY_ITEM_3,SC_ITEM_8000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
191,PROGRESS_BUY_ITEM_5,QUEST_NAME_PROGRESS_BUY_NUM_ITEMS,quests/quest_buy,1,STEP_PROGRESS_BUY_ITEM_5,SC_ITEM_8000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
192,WEEKLY_BOX_EARLY_UNCOMMON_CLAIM,QUEST_NAME_QUEST_BONUS_WEEKLY,quests/quest_calendar,2,STEP_CLAIM_DAILIES_5,,,MYSTERY_BOX_R2,,QUEST_NAME_QUEST_BONUS,3,,,,,,,,,,,,,,,
193,WEEKLY_BOX_LATE_UNCOMMON_CLAIM,QUEST_NAME_QUEST_BONUS_WEEKLY,quests/quest_calendar,2,STEP_CLAIM_DAILIES_5,,,MYSTERY_BOX_R2,,QUEST_NAME_QUEST_BONUS,3,,,,,,,,,,,,,,,
194,WEEKLY_BOX_RARE_CLAIM,QUEST_NAME_QUEST_BONUS_WEEKLY,quests/quest_calendar,3,STEP_CLAIM_DAILIES_15,,,MYSTERY_BOX_R3,,QUEST_NAME_QUEST_BONUS,9,,,,,,,,,,,,,,,
195,WEEKLY_BOX_EPIC_CLAIM,QUEST_NAME_QUEST_BONUS_WEEKLY,quests/quest_calendar,4,STEP_CLAIM_DAILIES_20,,,MYSTERY_BOX_X3_R3,,QUEST_NAME_QUEST_BONUS,27,,,,,,,,,,,,,,,
1000,PROGRESS_BUY_ITEM_2,QUEST_NAME_PROGRESS_BUY_NUM_ITEMS,quests/quest_buy,1,STEP_PROGRESS_BUY_ITEM_2,SC_ITEM_4000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
1001,PROGRESS_BUY_ITEM_4,QUEST_NAME_PROGRESS_BUY_NUM_ITEMS,quests/quest_buy,1,STEP_PROGRESS_BUY_ITEM_4,SC_ITEM_6000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
1002,PROGRESS_BUY_SHIP,QUEST_NAME_BUY_SHIP,quests/quest_shooter,1,STEP_PROGRESS_BUY_SHIP_ANY,PEARLS_20,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
1003,PROGRESS_CAPTAIN_LEVEL_8,QUEST_NAME_REACH_CAPTAIN_LEVEL,quests/quest_captain_up,1,STEP_PROGRESS_CAPTAIN_LEVEL_8,SC_ITEM_50000,,,,PROGRESS_QUEST,1,,,,,,,,,,,,,,,
