ID,BundleID,Items,Resource1,Amount1,Resource2,Amount2,Resource3,Amount3,InventorySlots,ResourceDistribution,DistributionRange,TalentBonuses,CaptainLevelMultiplier,SubscriptionDays,PremiumDays,FreePremiumDays,XPBonusHours,HC,SC_ITEM,SC_CREW,VICTORY_TOKEN,SEASON_POINT,SC_GUILD,SC_UPGRADE_R1,SC_UPGRADE_R2,SC_UPGRADE_R3,SC_UPGRADE_R4,SC_UPGRADE_R5,SC_EVOLVE_R1,SC_EVOLVE_R2,SC_EVOLVE_R3,SC_EVOLVE_R4,SC_EVOLVE_R5,SC_EVENT_TICKET,SC_BATTLE_COIN
2010,DAILY_QUEST_SC_ITEM_R0,,SC_ITEM,10000,,,,,,NONE,,0,-1,,,,,,10000,,,,,,,,,,,,,,,,
3001,ITEM_CANNON_UNCOMMON,CANNON_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3002,ITEM_CANNON_RARE,CANNON_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3003,ITEM_CANNON_EPIC,CANNON_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3004,ITEM_SNIPER_CANNON_UNCOMMON,CANNON_SNIPER_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3005,ITEM_SNIPER_CANNON_RARE,CANNON_SNIPER_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3006,ITEM_SNIPER_CANNON_EPIC,CANNON_SNIPER_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3007,ITEM_MORTAR_UNCOMMON,MORTAR_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3008,ITEM_MORTAR_RARE,MORTAR_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3009,ITEM_MORTAR_EPIC,MORTAR_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3010,ITEM_FAST_TORPEDO_UNCOMMON,TORPEDO_FAST_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3011,ITEM_FAST_TORPEDO_RARE,TORPEDO_FAST_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3012,ITEM_FAST_TORPEDO_EPIC,TORPEDO_FAST_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3013,ITEM_MYSTERY_BOX_UNCOMMON,STARS_BOX_A,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3014,ITEM_MYSTERY_BOX_RARE,STARS_BOX_A,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3015,ITEM_MYSTERY_BOX_EPIC,PREMIUM_PEARL_BOX_NO_SHOP,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3016,ITEM_CANNON_COMMON,CANNON_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3017,ITEM_CANNON_LEGENDARY,CANNON_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3018,ITEM_SNIPER_CANNON_COMMON,CANNON_SNIPER_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3019,ITEM_SNIPER_CANNON_LEGENDARY,CANNON_SNIPER_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3020,ITEM_BLAST_CANNON_COMMON,CANNON_BLAST_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3021,ITEM_BLAST_CANNON_UNCOMMON,CANNON_BLAST_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3022,ITEM_BLAST_CANNON_RARE,CANNON_BLAST_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3023,ITEM_BLAST_CANNON_EPIC,CANNON_BLAST_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3024,ITEM_BLAST_CANNON_LEGENDARY,CANNON_BLAST_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3025,ITEM_MORTAR_COMMON,MORTAR_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3026,ITEM_MORTAR_LEGENDARY,MORTAR_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3027,ITEM_FAST_TORPEDO_COMMON,TORPEDO_FAST_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3028,ITEM_FAST_TORPEDO_LEGENDARY,TORPEDO_FAST_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3029,ITEM_NAPALM_COMMON,NAPALM_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3030,ITEM_NAPALM_UNCOMMON,NAPALM_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3031,ITEM_NAPALM_RARE,NAPALM_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3032,ITEM_NAPALM_EPIC,NAPALM_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3033,ITEM_NAPALM_LEGENDARY,NAPALM_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3034,ITEM_FIRE_BOMB_COMMON,FIRE_BOMB_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3035,ITEM_FIRE_BOMB_UNCOMMON,FIRE_BOMB_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3036,ITEM_FIRE_BOMB_RARE,FIRE_BOMB_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3037,ITEM_FIRE_BOMB_EPIC,FIRE_BOMB_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3038,ITEM_FIRE_BOMB_LEGENDARY,FIRE_BOMB_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3039,ITEM_FLARE_GUN_COMMON,FLARE_GUN_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3040,ITEM_FLARE_GUN_UNCOMMON,FLARE_GUN_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3041,ITEM_FLARE_GUN_RARE,FLARE_GUN_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3042,ITEM_FLARE_GUN_EPIC,FLARE_GUN_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3043,ITEM_FLARE_GUN_LEGENDARY,FLARE_GUN_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3044,ITEM_MINE_COMMON,MINE_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3045,ITEM_MINE_UNCOMMON,MINE_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3046,ITEM_MINE_RARE,MINE_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3047,ITEM_MINE_EPIC,MINE_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3048,ITEM_MINE_LEGENDARY,MINE_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3049,ITEM_MISSILE_COMMON,MISSILE_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3050,ITEM_MISSILE_UNCOMMON,MISSILE_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3051,ITEM_MISSILE_RARE,MISSILE_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3052,ITEM_MISSILE_EPIC,MISSILE_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3053,ITEM_MISSILE_LEGENDARY,MISSILE_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3054,ITEM_RAILGUN_COMMON,RAILGUN_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3055,ITEM_RAILGUN_UNCOMMON,RAILGUN_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3056,ITEM_RAILGUN_RARE,RAILGUN_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3057,ITEM_RAILGUN_EPIC,RAILGUN_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3058,ITEM_RAILGUN_LEGENDARY,RAILGUN_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3059,ITEM_GRENADE_COMMON,GRENADE_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3060,ITEM_GRENADE_UNCOMMON,GRENADE_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3061,ITEM_GRENADE_RARE,GRENADE_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3062,ITEM_GRENADE_EPIC,GRENADE_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3063,ITEM_GRENADE_LEGENDARY,GRENADE_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3064,ITEM_TORPEDO_COMMON,TORPEDO_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3065,ITEM_TORPEDO_UNCOMMON,TORPEDO_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3066,ITEM_TORPEDO_RARE,TORPEDO_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3067,ITEM_TORPEDO_EPIC,TORPEDO_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3068,ITEM_TORPEDO_LEGENDARY,TORPEDO_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3069,ITEM_MORTAR_BIG_COMMON,MORTAR_BIG_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3070,ITEM_MORTAR_BIG_UNCOMMON,MORTAR_BIG_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3071,ITEM_MORTAR_BIG_RARE,MORTAR_BIG_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3072,ITEM_MORTAR_BIG_EPIC,MORTAR_BIG_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3073,ITEM_MORTAR_BIG_LEGENDARY,MORTAR_BIG_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3074,ITEM_TORPEDO_TRIPLE_COMMON,TORPEDO_TRIPLE_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3075,ITEM_TORPEDO_TRIPLE_UNCOMMON,TORPEDO_TRIPLE_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3076,ITEM_TORPEDO_TRIPLE_RARE,TORPEDO_TRIPLE_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3077,ITEM_TORPEDO_TRIPLE_EPIC,TORPEDO_TRIPLE_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3078,ITEM_TORPEDO_TRIPLE_LEGENDARY,TORPEDO_TRIPLE_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3079,ITEM_CARRONADE_COMMON,CARRONADE_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3080,ITEM_CARRONADE_UNCOMMON,CARRONADE_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3081,ITEM_CARRONADE_RARE,CARRONADE_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3082,ITEM_CARRONADE_EPIC,CARRONADE_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3083,ITEM_CARRONADE_LEGENDARY,CARRONADE_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3084,ITEM_MORTAR_LARGE_AREA_COMMON,MORTAR_LARGE_AREA_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3085,ITEM_MORTAR_LARGE_AREA_UNCOMMON,MORTAR_LARGE_AREA_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3086,ITEM_MORTAR_LARGE_AREA_RARE,MORTAR_LARGE_AREA_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3087,ITEM_MORTAR_LARGE_AREA_EPIC,MORTAR_LARGE_AREA_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3088,ITEM_MORTAR_LARGE_AREA_LEGENDARY,MORTAR_LARGE_AREA_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3089,ITEM_MORTAR_LONG_RANGE_COMMON,MORTAR_LONG_RANGE_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3090,ITEM_MORTAR_LONG_RANGE_UNCOMMON,MORTAR_LONG_RANGE_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3091,ITEM_MORTAR_LONG_RANGE_RARE,MORTAR_LONG_RANGE_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3092,ITEM_MORTAR_LONG_RANGE_EPIC,MORTAR_LONG_RANGE_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3093,ITEM_MORTAR_LONG_RANGE_LEGENDARY,MORTAR_LONG_RANGE_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3094,ITEM_CANNON_EXPLOSION_COMMON,CANNON_EXPLOSION_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3095,ITEM_CANNON_EXPLOSION_UNCOMMON,CANNON_EXPLOSION_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3096,ITEM_CANNON_EXPLOSION_RARE,CANNON_EXPLOSION_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3097,ITEM_CANNON_EXPLOSION_EPIC,CANNON_EXPLOSION_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3098,ITEM_CANNON_EXPLOSION_LEGENDARY,CANNON_EXPLOSION_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3099,ITEM_LONG_RANGE_HEAL_COMMON,LONG_RANGE_HEAL_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3100,ITEM_LONG_RANGE_HEAL_UNCOMMON,LONG_RANGE_HEAL_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3101,ITEM_LONG_RANGE_HEAL_RARE,LONG_RANGE_HEAL_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3102,ITEM_LONG_RANGE_HEAL_EPIC,LONG_RANGE_HEAL_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3103,ITEM_LONG_RANGE_HEAL_LEGENDARY,LONG_RANGE_HEAL_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3104,ITEM_HEALTH_PACK_COMMON,HEALTH_PACK_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3105,ITEM_HEALTH_PACK_UNCOMMON,HEALTH_PACK_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3106,ITEM_HEALTH_PACK_RARE,HEALTH_PACK_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3107,ITEM_HEALTH_PACK_EPIC,HEALTH_PACK_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3108,ITEM_HEALTH_PACK_LEGENDARY,HEALTH_PACK_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3109,ITEM_AREA_HEAL_COMMON,AREA_HEAL_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3110,ITEM_AREA_HEAL_UNCOMMON,AREA_HEAL_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3111,ITEM_AREA_HEAL_RARE,AREA_HEAL_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3112,ITEM_AREA_HEAL_EPIC,AREA_HEAL_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3113,ITEM_AREA_HEAL_LEGENDARY,AREA_HEAL_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3114,ITEM_SELF_HEAL_COMMON,SELF_HEAL_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3115,ITEM_SELF_HEAL_UNCOMMON,SELF_HEAL_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3116,ITEM_SELF_HEAL_RARE,SELF_HEAL_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3117,ITEM_SELF_HEAL_EPIC,SELF_HEAL_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3118,ITEM_SELF_HEAL_LEGENDARY,SELF_HEAL_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3119,ITEM_MINIGUN_COMMON,MINIGUN_R1_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3120,ITEM_MINIGUN_UNCOMMON,MINIGUN_R2_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3121,ITEM_MINIGUN_RARE,MINIGUN_R3_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3122,ITEM_MINIGUN_EPIC,MINIGUN_R4_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
3123,ITEM_MINIGUN_LEGENDARY,MINIGUN_R5_E1,,,,,,,,NONE,,0,0,,,,,,,,,,,,,,,,,,,,,,
4001,OFFER_STARTER_PACK_5,CANNON_R3_E1;SPEED_PASSIVE_R3_E1;PREMIUM_PEARL_BOX_NO_SHOP,,,,,,,5,,,0,0,,,,,,,,,,,,,,,,,,,,,,
4002,OFFER_STARTER_PACK_10,CANNON_R3_E1;SPEED_PASSIVE_R3_E1;GRENADE_R3_E1;SHIELD_R3_E1;PREMIUM_PEARL_BOX_NO_SHOP,HC,800,,,,,5,,,0,0,,,,,800,,,,,,,,,,,,,,,,,
4003,OFFER_STARTER_PACK_5_66_OFF,CANNON_R3_E1;PREMIUM_PEARL_BOX_NO_SHOP;SPEED_PASSIVE_R3_E1,HC,500,,,,,5,,,0,0,,,,,500,,,,,,,,,,,,,,,,,
4004,OFFER_STARTER_PACK_10_66_OFF,CANNON_R3_E1;SPEED_PASSIVE_R3_E1;GRENADE_R3_E1;SHIELD_R3_E1;PREMIUM_PEARL_BOX_NO_SHOP,HC,2000,,,,,5,,,0,0,,,,,2000,,,,,,,,,,,,,,,,,
4005,OFFER_STARTER_PACK_5_WITH_DIVER,CANNON_BLAST_R3_E1;SHIELD_R3_E1;PREMIUM_PEARL_BOX_NO_SHOP,,,,,,,,,,0,0,10,,,,,,,,,,,,,,,,,,,,,
5000,IAP_1,,HC,500,,,,,,,,0,0,,,,,500,,,,,,,,,,,,,,,,,
5001,IAP_2,,HC,1200,,,,,,,,0,0,,,,,1200,,,,,,,,,,,,,,,,,
5002,IAP_3,,HC,2500,,,,,,,,0,0,,,,,2500,,,,,,,,,,,,,,,,,
5003,IAP_4,,HC,6500,,,,,,,,0,0,,,,,6500,,,,,,,,,,,,,,,,,
5004,IAP_5,,HC,14000,,,,,,,,0,0,,,,,14000,,,,,,,,,,,,,,,,,
5005,SUB_10,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,
5006,PREMIUM_30D,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,
5007,PREMIUM_7D,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,
6001,SEASON_BUNDLE_T1_L1,,HC,10000,SEASON_POINT,102400,,,,,,,,,,,,10000,,,,102400,,,,,,,,,,,,,
6002,SEASON_BUNDLE_T1_L2,,HC,5000,SEASON_POINT,77824,,,,,,,,,,,,5000,,,,77824,,,,,,,,,,,,,
6003,SEASON_BUNDLE_T1_L3,,SC_ITEM,1600000,SEASON_POINT,69632,,,,,,,,,,,,,1600000,,,69632,,,,,,,,,,,,,
6004,SEASON_BUNDLE_T1_L4,,SC_ITEM,1400000,SEASON_POINT,61440,,,,,,,,,,,,,1400000,,,61440,,,,,,,,,,,,,
6005,SEASON_BUNDLE_T1_L5,,SC_ITEM,1200000,SEASON_POINT,57344,,,,,,,,,,,,,1200000,,,57344,,,,,,,,,,,,,
6006,SEASON_BUNDLE_T1_L6,,SC_ITEM,1000000,SEASON_POINT,53248,,,,,,,,,,,,,1000000,,,53248,,,,,,,,,,,,,
6007,SEASON_BUNDLE_T1_L7,,SC_ITEM,500000,SEASON_POINT,40960,,,,,,,,,,,,,500000,,,40960,,,,,,,,,,,,,
6008,SEASON_BUNDLE_T2_L1,,SC_ITEM,2000000,SEASON_POINT,51200,,,,,,,,,,,,,2000000,,,51200,,,,,,,,,,,,,
6009,SEASON_BUNDLE_T2_L2,,SC_ITEM,1300000,SEASON_POINT,38912,,,,,,,,,,,,,1300000,,,38912,,,,,,,,,,,,,
6010,SEASON_BUNDLE_T2_L3,,SC_ITEM,900000,SEASON_POINT,34816,,,,,,,,,,,,,900000,,,34816,,,,,,,,,,,,,
6011,SEASON_BUNDLE_T2_L4,,SC_ITEM,600000,SEASON_POINT,30720,,,,,,,,,,,,,600000,,,30720,,,,,,,,,,,,,
6012,SEASON_BUNDLE_T2_L5,,SC_ITEM,420000,SEASON_POINT,28672,,,,,,,,,,,,,420000,,,28672,,,,,,,,,,,,,
6013,SEASON_BUNDLE_T2_L6,,SC_ITEM,300000,SEASON_POINT,26624,,,,,,,,,,,,,300000,,,26624,,,,,,,,,,,,,
6014,SEASON_BUNDLE_T2_L7,,SC_ITEM,200000,SEASON_POINT,20480,,,,,,,,,,,,,200000,,,20480,,,,,,,,,,,,,
6015,SEASON_BUNDLE_T3_L1,,SC_ITEM,1000000,SEASON_POINT,25600,,,,,,,,,,,,,1000000,,,25600,,,,,,,,,,,,,
6016,SEASON_BUNDLE_T3_L2,,SC_ITEM,650000,SEASON_POINT,19456,,,,,,,,,,,,,650000,,,19456,,,,,,,,,,,,,
6017,SEASON_BUNDLE_T3_L3,,SC_ITEM,450000,SEASON_POINT,17408,,,,,,,,,,,,,450000,,,17408,,,,,,,,,,,,,
6018,SEASON_BUNDLE_T3_L4,,SC_ITEM,300000,SEASON_POINT,15360,,,,,,,,,,,,,300000,,,15360,,,,,,,,,,,,,
6019,SEASON_BUNDLE_T3_L5,,SC_ITEM,210000,SEASON_POINT,14336,,,,,,,,,,,,,210000,,,14336,,,,,,,,,,,,,
6020,SEASON_BUNDLE_T3_L6,,SC_ITEM,150000,SEASON_POINT,13312,,,,,,,,,,,,,150000,,,13312,,,,,,,,,,,,,
6021,SEASON_BUNDLE_T3_L7,,SC_ITEM,100000,SEASON_POINT,10240,,,,,,,,,,,,,100000,,,10240,,,,,,,,,,,,,
6022,SEASON_BUNDLE_T4_L1,,SC_ITEM,800000,SEASON_POINT,12800,,,,,,,,,,,,,800000,,,12800,,,,,,,,,,,,,
6023,SEASON_BUNDLE_T4_L2,,SC_ITEM,520000,SEASON_POINT,9728,,,,,,,,,,,,,520000,,,9728,,,,,,,,,,,,,
6024,SEASON_BUNDLE_T4_L3,,SC_ITEM,360000,SEASON_POINT,8704,,,,,,,,,,,,,360000,,,8704,,,,,,,,,,,,,
6025,SEASON_BUNDLE_T4_L4,,SC_ITEM,240000,SEASON_POINT,7680,,,,,,,,,,,,,240000,,,7680,,,,,,,,,,,,,
6026,SEASON_BUNDLE_T4_L5,,SC_ITEM,168000,SEASON_POINT,7168,,,,,,,,,,,,,168000,,,7168,,,,,,,,,,,,,
6027,SEASON_BUNDLE_T4_L6,,SC_ITEM,120000,SEASON_POINT,6656,,,,,,,,,,,,,120000,,,6656,,,,,,,,,,,,,
6028,SEASON_BUNDLE_T4_L7,,SC_ITEM,80000,SEASON_POINT,5120,,,,,,,,,,,,,80000,,,5120,,,,,,,,,,,,,
6029,SEASON_BUNDLE_T5_L1,,SC_ITEM,600000,SEASON_POINT,6400,,,,,,,,,,,,,600000,,,6400,,,,,,,,,,,,,
6030,SEASON_BUNDLE_T5_L2,,SC_ITEM,390000,SEASON_POINT,4864,,,,,,,,,,,,,390000,,,4864,,,,,,,,,,,,,
6031,SEASON_BUNDLE_T5_L3,,SC_ITEM,270000,SEASON_POINT,4352,,,,,,,,,,,,,270000,,,4352,,,,,,,,,,,,,
6032,SEASON_BUNDLE_T5_L4,,SC_ITEM,180000,SEASON_POINT,3840,,,,,,,,,,,,,180000,,,3840,,,,,,,,,,,,,
6033,SEASON_BUNDLE_T5_L5,,SC_ITEM,126000,SEASON_POINT,3584,,,,,,,,,,,,,126000,,,3584,,,,,,,,,,,,,
6034,SEASON_BUNDLE_T5_L6,,SC_ITEM,90000,SEASON_POINT,3328,,,,,,,,,,,,,90000,,,3328,,,,,,,,,,,,,
6035,SEASON_BUNDLE_T5_L7,,SC_ITEM,60000,SEASON_POINT,2560,,,,,,,,,,,,,60000,,,2560,,,,,,,,,,,,,
6036,SEASON_BUNDLE_T6_L1,,SC_ITEM,550000,SEASON_POINT,3200,,,,,,,,,,,,,550000,,,3200,,,,,,,,,,,,,
6037,SEASON_BUNDLE_T6_L2,,SC_ITEM,357500,SEASON_POINT,2432,,,,,,,,,,,,,357500,,,2432,,,,,,,,,,,,,
6038,SEASON_BUNDLE_T6_L3,,SC_ITEM,247500,SEASON_POINT,2176,,,,,,,,,,,,,247500,,,2176,,,,,,,,,,,,,
6039,SEASON_BUNDLE_T6_L4,,SC_ITEM,165000,SEASON_POINT,1920,,,,,,,,,,,,,165000,,,1920,,,,,,,,,,,,,
6040,SEASON_BUNDLE_T6_L5,,SC_ITEM,115500,SEASON_POINT,1792,,,,,,,,,,,,,115500,,,1792,,,,,,,,,,,,,
