ID,TextID,Description,Objectives,ObjectiveOperation,,
155,STEP_PROGRESS_TRAIN_2_MORTIMER,QUEST_STEP_PROGRESS_TRAIN,OBJECTIVE_PROGRESS_TRAIN_2_MORTIMER,AND,,
156,STEP_PROGRESS_DEAL_DAMAGE_500_MORTAR,QUEST_STEP_DAMAGE_WITH_ITEM,OBJECTIVE_PROGRESS_DEAL_DAMAGE_500_MORTAR,AND,,
157,STEP_PROGRESS_LEVEL_ITEM_5_MORTAR,QUEST_STEP_PROGRESS_LEVEL_ITEM,OBJECTIVE_PROGRESS_LEVEL_ITEM_5_MORTAR,AND,,
158,STEP_PROGRESS_DEAL_DAMAGE_500_BLAST_CANNON,QUEST_STEP_DAMAGE_WITH_SNIPER_OR_BLAST,OBJECTIVE_PROGRESS_DEAL_DAMAGE_500_SNIPER_OR_BLAST,OR,,
159,STEP_PROGRESS_LEVEL_ITEM_10_BLAST_CANNON,QUEST_STEP_PROGRESS_LEVEL_SNIPER_OR_BLAST,OBJECTIVE_PROGRESS_LEVEL_ITEM_10_SNIPER_OR_BLAST,OR,,
160,STEP_PROGRESS_TRAIN_4_ISAK,QUEST_STEP_PROGRESS_TRAIN,OBJECTIVE_PROGRESS_TRAIN_4_ISAK,AND,,
161,STEP_PROGRESS_FREEZE_60_AREA_SLOW,QUEST_STEP_PROGRESS_FREEZE,OBJECTIVE_PROGRESS_FREEZE_20_AREA_SLOW,OR,,
162,STEP_PROGRESS_EARN_STARS_5,QUEST_STEP_EARN_BATTLESTARS,OBJECTIVE_PROGRESS_EARN_STARS_5,AND,,
163,STEP_PROGRESS_SPEND_GOLD_30000,QUEST_STEP_PROGRESS_SPEND_GOLD,OBJECTIVE_PROGRESS_SPEND_GOLD_30000,AND,,
164,STEP_PROGRESS_UPGRADE_SHIP_2_CANNON_SHIP,QUEST_STEP_PROGRESS_UPGRADE_SHIP,OBJECTIVE_PROGRESS_UPGRADE_SHIP_2_CANNON_SHIP,AND,,
165,STEP_PROGRESS_BUY_ITEM_1_CONTROL,QUEST_STEP_PROGRESS_BUY_ITEM_CONTROL,OBJECTIVE_PROGRESS_BUY_ITEM_1_CONTROL,AND,,
166,STEP_PROGRESS_EARN_INFAMY_600,QUEST_STEP_PROGRESS_INFAMY,OBJECTIVE_PROGRESS_EARN_INFAMY_600,AND,,
167,STEP_PROGRESS_HIRE_1_FELIX,QUEST_STEP_PROGRESS_HIRE,OBJECTIVE_PROGRESS_HIRE_1_FELIX,AND,,
168,STEP_PROGRESS_BUY_ITEM_1_AREA_HEAL_UNCOMMON,QUEST_STEP_PROGRESS_BUY_ITEM,OBJECTIVE_PROGRESS_BUY_ITEM_1_AREA_HEAL_UNCOMMON,AND,,
169,STEP_PROGRESS_BUY_SHIP_1_HEALING_SHIP,QUEST_STEP_PROGRESS_BUY_SHIP_REPAIR,OBJECTIVE_PROGRESS_BUY_SHIP_1_HEALING_SHIP,AND,,
170,STEP_PROGRESS_HEAL_500_AREA_HEAL,QUEST_STEP_HEAL,OBJECTIVE_PROGRESS_HEAL_500_AREA_HEAL,AND,,
171,STEP_PROGRESS_DEAL_DAMAGE_1000,QUEST_STEP_DEAL_DAMAGE,OBJECTIVE_PROGRESS_DEAL_DAMAGE_1000,AND,,
172,STEP_PROGRESS_WIN_BATTLES_3,QUEST_STEP_WIN_BATTLES,OBJECTIVE_PROGRESS_WIN_BATTLES_3,AND,,
173,STEP_PROGRESS_SINK_SHIPS_10,QUEST_STEP_DESTROY_SHIPS,OBJECTIVE_PROGRESS_SINK_SHIPS_10,AND,,
174,STEP_PROGRESS_SPEND_SUGAR_15000,QUEST_STEP_PROGRESS_SPEND_SUGAR,OBJECTIVE_PROGRESS_SPEND_SUGAR_15000,AND,,
175,STEP_PROGRESS_FUSE_ITEMS_30,QUEST_STEP_PROGRESS_FUSE_ITEMS,OBJECTIVE_PROGRESS_FUSE_ITEMS_30,AND,,
176,STEP_PROGRESS_TRAIN_4_SWIFT,QUEST_STEP_PROGRESS_TRAIN,OBJECTIVE_PROGRESS_TRAIN_4_SWIFT,AND,,
177,STEP_PROGRESS_BUY_ITEM_1_CARRONADE_UNCOMMON,QUEST_STEP_PROGRESS_BUY_ITEM,OBJECTIVE_PROGRESS_BUY_ITEM_1_CARRONADE_UNCOMMON,AND,,
178,STEP_PROGRESS_DEAL_DAMAGE_600_CARRONADE,QUEST_STEP_DAMAGE_WITH_ITEM,OBJECTIVE_PROGRESS_DEAL_DAMAGE_600_CARRONADE,AND,,
179,STEP_PROGRESS_LEVEL_ITEM_20_CARRONADE,QUEST_STEP_PROGRESS_LEVEL_ITEM,OBJECTIVE_PROGRESS_LEVEL_ITEM_20_CARRONADE,AND,,
180,STEP_PROGRESS_APPLY_PERKS_1,QUEST_STEP_PROGRESS_APPLY_PERKS,OBJECTIVE_PROGRESS_APPLY_PERKS_1,AND,,
181,STEP_PROGRESS_CAPTAIN_LEVEL_10,QUEST_STEP_PROGRESS_CAPTAIN_LEVEL,OBJECTIVE_PROGRESS_CAPTAIN_LEVEL_10,AND,,
182,STEP_PROGRESS_FIRE_WEAPON_100_ATTACK,QUEST_STEP_PROGRESS_FIRE_WEAPONS,OBJECTIVE_PROGRESS_FIRE_WEAPON_100_ATTACK,AND,,
183,STEP_PROGRESS_UPGRADE_SHIP_1_MK_2,QUEST_STEP_PROGRESS_UPGRADE_SHIP,OBJECTIVE_PROGRESS_UPGRADE_MK_2_SHIPS,AND,,
184,STEP_PROGRESS_EARN_STARS_15,QUEST_STEP_EARN_BATTLESTARS,OBJECTIVE_PROGRESS_EARN_STARS_15,AND,,
185,STEP_PROGRESS_OPEN_BOX_2_UNCOMMON,QUEST_STEP_PROGRESS_OPEN_BOX_2_UNCOMMON,OBJECTIVE_PROGRESS_OPEN_BOX_2_UNCOMMON,AND,,
186,STEP_PROGRESS_BUY_ITEM_3,QUEST_STEP_PROGRESS_BUY_ITEMS,OBJECTIVE_PROGRESS_BUY_ITEM_3,AND,,
187,STEP_PROGRESS_BUY_ITEM_5,QUEST_STEP_PROGRESS_BUY_ITEMS,OBJECTIVE_PROGRESS_BUY_ITEM_5,AND,,
188,STEP_CLAIM_DAILIES_5,,OBJECTIVE_CLAIM_DAILIES_5,AND,,
189,STEP_CLAIM_DAILIES_15,,OBJECTIVE_CLAIM_DAILIES_15,AND,,
190,STEP_CLAIM_DAILIES_20,,OBJECTIVE_CLAIM_DAILIES_20,AND,,
1001,STEP_PROGRESS_BUY_ITEM_2,QUEST_STEP_PROGRESS_BUY_ITEMS,OBJECTIVE_PROGRESS_BUY_ITEM_2,AND,,
1002,STEP_PROGRESS_BUY_ITEM_4,QUEST_STEP_PROGRESS_BUY_ITEMS,OBJECTIVE_PROGRESS_BUY_ITEM_4,AND,,
1005,STEP_PROGRESS_BUY_SHIP_ANY,QUEST_STEP_PROGRESS_BUY_SHIP,OBJECTIVE_PROGRESS_BUY_SHIP_ANY,AND,,
1006,STEP_PROGRESS_CAPTAIN_LEVEL_8,QUEST_STEP_PROGRESS_CAPTAIN_LEVEL,OBJECTIVE_PROGRESS_CAPTAIN_LEVEL_8,AND,,
1007,STEP_DEAL_2000_DAMAGE,QUEST_STEP_DEAL_DAMAGE,OBJECTIVE_DEAL_2000_DAMAGE,AND,,
1008,STEP_DEAL_300_DAMAGE,QUEST_STEP_DEAL_DAMAGE,OBJECTIVE_DEAL_300_DAMAGE,AND,,
1009,STEP_DEAL_3000_DAMAGE,QUEST_STEP_DEAL_DAMAGE,OBJECTIVE_DEAL_3000_DAMAGE,AND,,
1010,STEP_DEAL_4000_DAMAGE,QUEST_STEP_DEAL_DAMAGE,OBJECTIVE_DEAL_4000_DAMAGE,AND,,
1011,STEP_DEAL_500_DAMAGE,QUEST_STEP_DEAL_DAMAGE,OBJECTIVE_DEAL_500_DAMAGE,AND,,
1012,STEP_EARN_GOLD_10000,QUEST_STEP_EARN_GOLD,OBJECTIVE_EARN_GOLD_10000,AND,,
1013,STEP_PROGRESS_EARN_INFAMY_150,QUEST_STEP_PROGRESS_INFAMY,OBJECTIVE_PROGRESS_EARN_INFAMY_150,AND,,
1014,STEP_EARN_2_BATTLESTARS,QUEST_STEP_EARN_BATTLESTARS,OBJECTIVE_EARN_2_BATTLESTARS,AND,,
1015,STEP_EARN_3_BATTLESTARS,QUEST_STEP_EARN_BATTLESTARS,OBJECTIVE_EARN_3_BATTLESTARS,AND,,
1016,STEP_EARN_SUGAR_10000,QUEST_STEP_EARN_SUGAR,OBJECTIVE_EARN_SUGAR_10000,AND,,
1017,STEP_FIGHT_10_BATTLES,QUEST_STEP_FIGHT_BATTLES,OBJECTIVE_FIGHT_10_BATTLES,AND,,
1018,STEP_FIGHT_15_BATTLES,QUEST_STEP_FIGHT_BATTLES,OBJECTIVE_FIGHT_15_BATTLES,AND,,
1019,STEP_FIGHT_2_BATTLES,QUEST_STEP_FIGHT_BATTLES,OBJECTIVE_FIGHT_2_BATTLES,AND,,
1020,STEP_FIGHT_3_BATTLES,QUEST_STEP_FIGHT_BATTLES,OBJECTIVE_FIGHT_3_BATTLES,AND,,
1021,STEP_FIGHT_7_BATTLES,QUEST_STEP_FIGHT_BATTLES,OBJECTIVE_FIGHT_7_BATTLES,AND,,
1022,STEP_PROGRESS_FUSE_ITEMS_2,QUEST_STEP_PROGRESS_FUSE_ITEMS,OBJECTIVE_PROGRESS_FUSE_ITEMS_2,AND,,
1023,STEP_PROGRESS_FUSE_ITEMS_4,QUEST_STEP_PROGRESS_FUSE_ITEMS,OBJECTIVE_PROGRESS_FUSE_ITEMS_4,AND,,
1024,STEP_PROGRESS_FUSE_ITEMS_5,QUEST_STEP_PROGRESS_FUSE_ITEMS,OBJECTIVE_PROGRESS_FUSE_ITEMS_5,AND,,
1026,STEP_PROGRESS_SPEND_GOLD_10000,QUEST_STEP_PROGRESS_SPEND_GOLD,OBJECTIVE_PROGRESS_SPEND_GOLD_10000,AND,,
1027,STEP_PROGRESS_SPEND_SUGAR_5000,QUEST_STEP_PROGRESS_SPEND_SUGAR,OBJECTIVE_PROGRESS_SPEND_SUGAR_5000,AND,,
1028,STEP_PROGRESS_UPGRADE_SHIP_ANY_MK2,QUEST_STEP_PROGRESS_UPGRADE_SHIP,OBJECTIVE_PROGRESS_UPGRADE_SHIP_ANY_MK2,AND,,
1029,STEP_PROGRESS_BUY_ITEM_5_UNCOMMON,QUEST_STEP_PROGRESS_BUY_ITEMS,OBJECTIVE_PROGRESS_BUY_ITEM_5_UNCOMMON,AND,,
1030,STEP_PROGRESS_FUSE_ITEMS_5_UNCOMMON,QUEST_STEP_PROGRESS_FUSE_ITEMS,OBJECTIVE_PROGRESS_FUSE_ITEMS_5_UNCOMMON,AND,,
1031,STEP_PROGRESS_EARN_STARS_10,QUEST_STEP_EARN_BATTLESTARS,OBJECTIVE_PROGRESS_EARN_STARS_10,AND,,
2002,EASY_STEP_WIN_2_BATTLES,QUEST_STEP_WIN_BATTLES,EASY_OBJECTIVE_WIN_2_BATTLES,AND,,
2004,EASY_STEP_DESTROY_2_SHIPS,QUEST_STEP_DESTROY_SHIPS,EASY_OBJECTIVE_DESTROY_2_SHIPS,AND,,
3001,MEDIUM_STEP_EARN_5_BATTLESTARS,QUEST_STEP_EARN_BATTLESTARS,MEDIUM_OBJECTIVE_EARN_5_BATTLESTARS,AND,,
3002,MEDIUM_STEP_DESTROY_3_SHIPS,QUEST_STEP_DESTROY_SHIPS,MEDIUM_OBJECTIVE_DESTROY_3_SHIPS,AND,,
3003,MEDIUM_STEP_CANNONSHIP_VICTORY,QUEST_STEP_SHIP_WIN,MEDIUM_OBJECTIVE_CANNONSHIP_VICTORY,AND,,
3004,MEDIUM_STEP_HEALER_VICTORY,QUEST_STEP_SHIP_WIN,MEDIUM_OBJECTIVE_HEALER_VICTORY,AND,,
3005,MEDIUM_STEP_SPEEDBOAT_VICTORY,QUEST_STEP_SHIP_WIN,MEDIUM_OBJECTIVE_SPEEDBOAT_VICTORY,AND,,
3006,MEDIUM_STEP_STINKY_VICTORY,QUEST_STEP_SHIP_WIN,MEDIUM_OBJECTIVE_STINKY_VICTORY,AND,,
3007,MEDIUM_STEP_TANK_VICTORY,QUEST_STEP_SHIP_WIN,MEDIUM_OBJECTIVE_TANK_VICTORY,AND,,
3008,MEDIUM_STEP_DEAL_2500_DAMAGE,QUEST_STEP_DEAL_DAMAGE,MEDIUM_OBJECTIVE_DEAL_2500_DAMAGE,AND,,
3009,MEDIUM_STEP_DEAL_3500_DAMAGE,QUEST_STEP_DEAL_DAMAGE,MEDIUM_OBJECTIVE_DEAL_3500_DAMAGE,AND,,
3010,MEDIUM_STEP_DEAL_5000_DAMAGE,QUEST_STEP_DEAL_DAMAGE,MEDIUM_OBJECTIVE_DEAL_5000_DAMAGE,AND,,
3011,MEDIUM_STEP_DEAL_6500_DAMAGE,QUEST_STEP_DEAL_DAMAGE,MEDIUM_OBJECTIVE_DEAL_6500_DAMAGE,AND,,
3012,MEDIUM_STEP_DEAL_9000_DAMAGE,QUEST_STEP_DEAL_DAMAGE,MEDIUM_OBJECTIVE_DEAL_9000_DAMAGE,AND,,
3013,MEDIUM_STEP_DEAL_11000_DAMAGE,QUEST_STEP_DEAL_DAMAGE,MEDIUM_OBJECTIVE_DEAL_11000_DAMAGE,AND,,
3014,MEDIUM_STEP_KILL_4_WITH_BLAST_CANNON,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_4_WITH_BLAST_CANNON,AND,,
3015,MEDIUM_STEP_KILL_4_WITH_STANDARD_CANNON,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_4_WITH_STANDARD_CANNON,AND,,
3016,MEDIUM_STEP_KILL_4_WITH_SNIPER_CANNON,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_4_WITH_SNIPER_CANNON,AND,,
3017,MEDIUM_STEP_KILL_4_WITH_STANDARD_CARRONADE,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_4_WITH_STANDARD_CARRONADE,AND,,
3018,MEDIUM_STEP_KILL_4_WITH_FIRE_BOMB,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_4_WITH_FIRE_BOMB,AND,,
3019,MEDIUM_STEP_KILL_4_WITH_FLARE_GUN,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_4_WITH_FLARE_GUN,AND,,
3020,MEDIUM_STEP_KILL_4_WITH_GRENADE,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_4_WITH_GRENADE,AND,,
3021,MEDIUM_STEP_KILL_4_WITH_MINE,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_4_WITH_MINE,AND,,
3022,MEDIUM_STEP_KILL_4_WITH_MISSILE,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_4_WITH_MISSILE,AND,,
3023,MEDIUM_STEP_KILL_4_WITH_BIG_MORTAR,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_4_WITH_BIG_MORTAR,AND,,
3024,MEDIUM_STEP_KILL_4_WITH_LARGE_AREA_MORTAR,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_4_WITH_LARGE_AREA_MORTAR,AND,,
3025,MEDIUM_STEP_KILL_4_WITH_LONG_RANGE_MORTAR,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_4_WITH_LONG_RANGE_MORTAR,AND,,
3026,MEDIUM_STEP_KILL_4_WITH_STANDARD_MORTAR,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_4_WITH_STANDARD_MORTAR,AND,,
3027,MEDIUM_STEP_KILL_4_WITH_NAPALM,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_4_WITH_NAPALM,AND,,
3028,MEDIUM_STEP_KILL_4_WITH_RAILGUN,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_4_WITH_RAILGUN,AND,,
3029,MEDIUM_STEP_KILL_4_WITH_FAST_TORPEDO,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_4_WITH_FAST_TORPEDO,AND,,
3030,MEDIUM_STEP_KILL_4_WITH_BIG_TORPEDO,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_4_WITH_BIG_TORPEDO,AND,,
3031,MEDIUM_STEP_KILL_4_WITH_TRIPLE_TORPEDO,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_4_WITH_TRIPLE_TORPEDO,AND,,
3032,MEDIUM_STEP_KILL_2_WITH_BLAST_CANNON,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_2_WITH_BLAST_CANNON,AND,,
3033,MEDIUM_STEP_KILL_2_WITH_STANDARD_CANNON,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_2_WITH_STANDARD_CANNON,AND,,
3034,MEDIUM_STEP_KILL_2_WITH_SNIPER_CANNON,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_2_WITH_SNIPER_CANNON,AND,,
3035,MEDIUM_STEP_KILL_2_WITH_STANDARD_CARRONADE,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_2_WITH_STANDARD_CARRONADE,AND,,
3036,MEDIUM_STEP_KILL_2_WITH_FIRE_BOMB,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_2_WITH_FIRE_BOMB,AND,,
3037,MEDIUM_STEP_KILL_2_WITH_FLARE_GUN,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_2_WITH_FLARE_GUN,AND,,
3038,MEDIUM_STEP_KILL_2_WITH_GRENADE,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_2_WITH_GRENADE,AND,,
3039,MEDIUM_STEP_KILL_2_WITH_MINE,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_2_WITH_MINE,AND,,
3040,MEDIUM_STEP_KILL_2_WITH_MISSILE,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_2_WITH_MISSILE,AND,,
3041,MEDIUM_STEP_KILL_2_WITH_BIG_MORTAR,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_2_WITH_BIG_MORTAR,AND,,
3042,MEDIUM_STEP_KILL_2_WITH_LARGE_AREA_MORTAR,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_2_WITH_LARGE_AREA_MORTAR,AND,,
3043,MEDIUM_STEP_KILL_2_WITH_LONG_RANGE_MORTAR,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_2_WITH_LONG_RANGE_MORTAR,AND,,
3044,MEDIUM_STEP_KILL_2_WITH_STANDARD_MORTAR,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_2_WITH_STANDARD_MORTAR,AND,,
3045,MEDIUM_STEP_KILL_2_WITH_NAPALM,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_2_WITH_NAPALM,AND,,
3046,MEDIUM_STEP_KILL_2_WITH_RAILGUN,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_2_WITH_RAILGUN,AND,,
3047,MEDIUM_STEP_KILL_2_WITH_FAST_TORPEDO,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_2_WITH_FAST_TORPEDO,AND,,
3048,MEDIUM_STEP_KILL_2_WITH_BIG_TORPEDO,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_2_WITH_BIG_TORPEDO,AND,,
3049,MEDIUM_STEP_KILL_2_WITH_TRIPLE_TORPEDO,QUEST_STEP_DESTROY_SHIPS_ITEM,MEDIUM_OBJECTIVE_KILL_2_WITH_TRIPLE_TORPEDO,AND,,
3050,MEDIUM_STEP_DAMAGE_LOW_WITH_BLAST_CANNON,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_BLAST_CANNON,AND,,
3051,MEDIUM_STEP_DAMAGE_LOW_WITH_STANDARD_CANNON,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_STANDARD_CANNON,AND,,
3052,MEDIUM_STEP_DAMAGE_LOW_WITH_SNIPER_CANNON,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_SNIPER_CANNON,AND,,
3053,MEDIUM_STEP_DAMAGE_LOW_WITH_STANDARD_CARRONADE,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_STANDARD_CARRONADE,AND,,
3054,MEDIUM_STEP_DAMAGE_LOW_WITH_GRENADE,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_GRENADE,AND,,
3055,MEDIUM_STEP_DAMAGE_LOW_WITH_STANDARD_MORTAR,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_STANDARD_MORTAR,AND,,
3056,MEDIUM_STEP_DAMAGE_LOW_WITH_BIG_TORPEDO,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_LOW_WITH_BIG_TORPEDO,AND,,
3057,MEDIUM_STEP_DAMAGE_MEDIUM_WITH_BLAST_CANNON,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_BLAST_CANNON,AND,,
3058,MEDIUM_STEP_DAMAGE_MEDIUM_WITH_STANDARD_CANNON,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_STANDARD_CANNON,AND,,
3059,MEDIUM_STEP_DAMAGE_MEDIUM_WITH_SNIPER_CANNON,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_SNIPER_CANNON,AND,,
3060,MEDIUM_STEP_DAMAGE_MEDIUM_WITH_STANDARD_CARRONADE,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_STANDARD_CARRONADE,AND,,
3061,MEDIUM_STEP_DAMAGE_MEDIUM_WITH_FIRE_BOMB,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_FIRE_BOMB,AND,,
3062,MEDIUM_STEP_DAMAGE_MEDIUM_WITH_FLARE_GUN,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_FLARE_GUN,AND,,
3063,MEDIUM_STEP_DAMAGE_MEDIUM_WITH_GRENADE,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_GRENADE,AND,,
3064,MEDIUM_STEP_DAMAGE_MEDIUM_WITH_MINE,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_MINE,AND,,
3065,MEDIUM_STEP_DAMAGE_MEDIUM_WITH_MISSILE,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_MISSILE,AND,,
3066,MEDIUM_STEP_DAMAGE_MEDIUM_WITH_BIG_MORTAR,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_BIG_MORTAR,AND,,
3067,MEDIUM_STEP_DAMAGE_MEDIUM_WITH_LARGE_AREA_MORTAR,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_LARGE_AREA_MORTAR,AND,,
3068,MEDIUM_STEP_DAMAGE_MEDIUM_WITH_LONG_RANGE_MORTAR,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_LONG_RANGE_MORTAR,AND,,
3069,MEDIUM_STEP_DAMAGE_MEDIUM_WITH_STANDARD_MORTAR,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_STANDARD_MORTAR,AND,,
3070,MEDIUM_STEP_DAMAGE_MEDIUM_WITH_NAPALM,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_NAPALM,AND,,
3071,MEDIUM_STEP_DAMAGE_MEDIUM_WITH_FAST_TORPEDO,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_FAST_TORPEDO,AND,,
3072,MEDIUM_STEP_DAMAGE_MEDIUM_WITH_BIG_TORPEDO,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_BIG_TORPEDO,AND,,
3073,MEDIUM_STEP_DAMAGE_MEDIUM_WITH_TRIPLE_TORPEDO,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_MEDIUM_WITH_TRIPLE_TORPEDO,AND,,
3074,MEDIUM_STEP_DAMAGE_HIGH_WITH_BLAST_CANNON,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_BLAST_CANNON,AND,,
3075,MEDIUM_STEP_DAMAGE_HIGH_WITH_STANDARD_CANNON,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_STANDARD_CANNON,AND,,
3076,MEDIUM_STEP_DAMAGE_HIGH_WITH_SNIPER_CANNON,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_SNIPER_CANNON,AND,,
3077,MEDIUM_STEP_DAMAGE_HIGH_WITH_STANDARD_CARRONADE,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_STANDARD_CARRONADE,AND,,
3078,MEDIUM_STEP_DAMAGE_HIGH_WITH_FIRE_BOMB,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_FIRE_BOMB,AND,,
3079,MEDIUM_STEP_DAMAGE_HIGH_WITH_FLARE_GUN,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_FLARE_GUN,AND,,
3080,MEDIUM_STEP_DAMAGE_HIGH_WITH_GRENADE,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_GRENADE,AND,,
3081,MEDIUM_STEP_DAMAGE_HIGH_WITH_MINE,QUEST_STEP_DAMAGE_WITH_ITEM,MEDIUM_OBJECTIVE_DAMAGE_HIGH_WITH_MINE,AND,,
