IDText,Level,CaptainRequirement,XP,TrainingTime,Price,Currency,Talents,AchievementID,,
DIVER,26,33,11000,302400,1242500,SC_CREW,ALL_TORPEDO_TO_SLOWED_M_5,FAST_TORPEDO_SPEED_BOOST_M_20,DIVER,
DIVER,27,35,12000,432000,1617500,SC_CREW,WEAPON_DAMAGE_M_1,BOX_RESOURCE_BONUS_M_5,DIVER,
DIVER,28,35,13000,483840,1742500,SC_CREW,DIVER_EVO_5,DIVER,,
DIVER,29,35,14000,544320,1867500,SC_CREW,ALL_TORPEDO_DAMAGE_A_25,FAST_TORPEDO_SPEED_BOOST_M_15,DIVER,
DIVER,30,35,15000,604800,2000000,SC_CREW,WEAPON_DAMAGE_M_3,DIVER,,
ENGINEER,1,1,20,900,2100,SC_CREW,BURNING_REDUCE_HEALING_M_30,ENGINEER,,
ENGINEER,2,4,20,4500,4250,SC_CREW,BURNING_REDUCE_HEALING_M_30,ENGINEER,,
ENGINEER,3,5,30,37800,8250,SC_CREW,BURNING_REDUCE_HEALING_M_30,ENGINEER,,
ENGINEER,4,7,40,14400,10750,SC_CREW,BURNING_REDUCE_HEALING_M_30,ENGINEER,,
ENGINEER,5,7,50,18000,35000,SC_CREW,MINIGUN_COOLDOWN_M_10,FLARE_GUN_DAMAGE_M_10,ENGINEER,
ENGINEER,6,7,90,43200,49000,SC_CREW,FLARE_GUN_DAMAGE_M_5,BOX_RESOURCE_BONUS_M_5,ENGINEER,
ENGINEER,7,8,150,64800,70000,SC_CREW,FLARE_PROJECTILE_SPEED_M_10,NAPALM_DAMAGE_M_20,ENGINEER,
ENGINEER,8,8,200,112320,90000,SC_CREW,ENGINEER_EVO_2,ENGINEER,,
ENGINEER,9,11,300,100800,140000,SC_CREW,FLARE_PROJECTILE_SPEED_M_10,ENGINEER,,
ENGINEER,10,11,400,112320,195000,SC_CREW,MINIGUN_DAMAGE_M_5,ENGINEER,,
ENGINEER,11,11,1500,155520,492500,SC_CREW,NAPALM_DAMAGE_M_20,ENGINEER,,
ENGINEER,12,15,3000,129600,370000,SC_CREW,NAPALM_DAMAGE_M_20,ENGINEER,,
ENGINEER,13,20,3500,142560,447500,SC_CREW,CONTROL_SHIP_SPEED_M_5,ENGINEER,,
ENGINEER,14,20,4000,164160,505000,SC_CREW,ENGINEER_EVO_3,ENGINEER,,
ENGINEER,15,22,4500,183600,532500,SC_CREW,FLARE_GUN_DAMAGE_M_5,NAPALM_COOLDOWN_M_5,ENGINEER,
ENGINEER,16,24,5000,198720,560000,SC_CREW,FLARE_BURNING_DURATION_M_10,NAPALM_DAMAGE_M_20,ENGINEER,
ENGINEER,17,26,5500,211680,627500,SC_CREW,FLARE_PROJECTILE_SPEED_M_10,BOX_RESOURCE_BONUS_M_5,ENGINEER,
ENGINEER,18,26,6000,142560,555000,SC_CREW,MINIGUN_RANGE_M_5,ENGINEER,,
ENGINEER,19,26,6500,237600,752500,SC_CREW,NAPALM_DAMAGE_M_20,BOX_RESOURCE_BONUS_M_5,ENGINEER,
ENGINEER,20,27,7000,267840,1000000,SC_CREW,BURNING_REDUCE_HEALING_M_30,ENGINEER,,
ENGINEER,21,29,7500,285120,797500,SC_CREW,BURNING_REDUCE_HEALING_M_30,ENGINEER,,
ENGINEER,22,30,8000,302400,745000,SC_CREW,CONTROL_SHIP_SPEED_M_5,FLARE_BURNING_DURATION_M_10,ENGINEER,
ENGINEER,23,31,8500,319680,992500,SC_CREW,FLARE_GUN_DAMAGE_M_5,NAPALM_COOLDOWN_M_5,ENGINEER,
ENGINEER,24,31,9000,345600,1090000,SC_CREW,MINIGUN_COOLDOWN_M_10,BOX_RESOURCE_BONUS_M_5,ENGINEER,
ENGINEER,25,31,10000,371520,1187500,SC_CREW,NAPALM_COOLDOWN_M_5,ENGINEER,,
ENGINEER,26,31,11000,406080,1435000,SC_CREW,MINIGUN_DAMAGE_M_10,FLARE_GUN_DAMAGE_M_5,ENGINEER,
ENGINEER,27,35,12000,432000,1557500,SC_CREW,WEAPON_DAMAGE_M_2,NAPALM_DAMAGE_M_20,ENGINEER,
ENGINEER,28,35,13000,483840,1680000,SC_CREW,ENGINEER_EVO_5,ENGINEER,,
ENGINEER,29,35,14000,544320,1802500,SC_CREW,CONTROL_SHIP_SPEED_M_5,FLARE_BURNING_DURATION_M_10,ENGINEER,
ENGINEER,30,35,15000,604800,1925000,SC_CREW,WEAPON_RANGE_A_1,ENGINEER,,
BOMBER,1,13,20,28800,100000,SC_CREW,MINE_DAMAGE_M_20,BOMBER,,
BOMBER,2,13,20,14400,30000,SC_CREW,MINE_COOLDOWN_M_5,BOMBER,,
BOMBER,3,13,30,21600,60000,SC_CREW,TANK_SHIP_SPEED_M_5,BOMBER,,
BOMBER,4,13,40,36000,120000,SC_CREW,MINE_COOLDOWN_M_5,BOX_RESOURCE_BONUS_M_5,BOMBER,
BOMBER,5,14,50,43200,140000,SC_CREW,MINE_DAMAGE_M_10,BOMBER,,
BOMBER,6,14,90,86400,215000,SC_CREW,MISSILE_DAMAGE_M_10,TRIPLE_TORPEDO_DAMAGE_M_10,BOMBER,
BOMBER,7,14,150,36000,175000,SC_CREW,TRIPLE_TORPEDO_COOLDOWN_M_5,BOMBER,,
BOMBER,8,15,200,64800,215000,SC_CREW,MINE_DAMAGE_M_10,MISSILE_COOLDOWN_M_5,BOMBER,
BOMBER,9,15,300,120960,395000,SC_CREW,BOMBER_EVO_2,BOMBER,,
BOMBER,10,16,400,129600,252500,SC_CREW,MINE_COOLDOWN_M_5,MISSILE_DAMAGE_M_5,BOX_RESOURCE_BONUS_M_5,BOMBER
BOMBER,11,16,1500,142560,312500,SC_CREW,TRIPLE_TORPEDO_DAMAGE_M_10,MISSILE_DAMAGE_M_10,BOMBER,
BOMBER,12,20,3000,155520,382500,SC_CREW,MINE_DAMAGE_M_10,MISSILE_PROJECTILES_A_1,BOMBER,
BOMBER,13,20,3500,164160,502500,SC_CREW,MISSILE_COOLDOWN_M_5,TRIPLE_TORPEDO_COOLDOWN_M_5,BOMBER,
BOMBER,14,21,4000,172800,522500,SC_CREW,BOMBER_EVO_3,BOMBER,,
BOMBER,15,22,4500,183600,582500,SC_CREW,MISSILE_DAMAGE_M_5,BOMBER,,
BOMBER,16,22,5000,198720,652500,SC_CREW,MINE_COOLDOWN_M_5,TRIPLE_TORPEDO_DAMAGE_M_5,BOMBER,
BOMBER,17,26,5500,211680,692500,SC_CREW,TANK_SHIP_HITPOINTS_M_5,BOX_RESOURCE_BONUS_M_5,BOMBER,
BOMBER,18,26,6000,237600,982500,SC_CREW,MISSILE_COOLDOWN_M_5,TRIPLE_TORPEDO_DAMAGE_M_5,BOMBER,
BOMBER,19,26,6500,250560,732500,SC_CREW,MISSILE_DAMAGE_M_5,BOX_RESOURCE_BONUS_M_5,BOMBER,
BOMBER,20,28,7000,267840,832500,SC_CREW,BOMBER_EVO_4,BOMBER,,
BOMBER,21,29,7500,211680,652500,SC_CREW,TANK_SHIP_SPEED_M_5,MISSILE_DAMAGE_M_5,BOMBER,
BOMBER,22,30,8000,302400,982500,SC_CREW,WEAPON_DAMAGE_M_2,BOMBER,,
BOMBER,23,31,8500,319680,1032500,SC_CREW,MISSILE_COOLDOWN_M_5,TRIPLE_TORPEDO_DAMAGE_M_5,BOMBER,
BOMBER,24,31,9000,345600,1132500,SC_CREW,MINE_DAMAGE_M_10,BOX_RESOURCE_BONUS_M_5,BOMBER,
BOMBER,25,31,10000,371520,1232500,SC_CREW,WEAPON_DAMAGE_M_2,BOMBER,,
BOMBER,26,31,11000,406080,1400000,SC_CREW,MINE_DAMAGE_M_10,MISSILE_PROJECTILES_A_1,BOMBER,
BOMBER,27,35,12000,319680,870000,SC_CREW,TANK_SHIP_HITPOINTS_M_5,TRIPLE_TORPEDO_DAMAGE_M_5,BOMBER,
BOMBER,28,35,13000,483840,1530000,SC_CREW,BOMBER_EVO_5,BOMBER,,
BOMBER,29,36,14000,544320,1675000,SC_CREW,MINE_COOLDOWN_M_5,MISSILE_DAMAGE_M_5,BOMBER,
BOMBER,30,36,15000,604800,1950000,SC_CREW,AREA_DAMAGE_M_5,BOMBER,,
SCIENTIST,1,14,20,21600,87500,SC_CREW,TESLA_BOLT_EFFECT_M_20,SCIENTIST,,
SCIENTIST,2,14,20,28800,97500,SC_CREW,STUN_EFFECT_TIME_M_5,SCIENTIST,,
SCIENTIST,3,14,30,36000,112500,SC_CREW,STUN_COOLDOWN_M_5,BOX_RESOURCE_BONUS_M_5,SCIENTIST,
SCIENTIST,4,14,40,86400,167500,SC_CREW,TESLA_SHIELD_HITPOINTS_M_20,SCIENTIST,,
SCIENTIST,5,14,50,43200,99500,SC_CREW,HEALING_SHIP_SPEED_M_5,TESLA_SHIELD_BLOCK_A_50,SCIENTIST,
SCIENTIST,6,15,90,64800,112500,SC_CREW,HEALING_SHIP_HITPOINTS_M_5,SCIENTIST,,
SCIENTIST,7,16,150,93600,135000,SC_CREW,RAILGUN_DAMAGE_M_10,STUN_EFFECT_TIME_M_5,SCIENTIST,
SCIENTIST,8,17,200,100800,155000,SC_CREW,TESLA_SHIELD_BLOCK_A_50,TESLA_SHIELD_TIME_M_5,SCIENTIST,
SCIENTIST,9,17,300,120960,495000,SC_CREW,SCIENTIST_EVO_2,SCIENTIST,,
SCIENTIST,10,17,400,129600,195000,SC_CREW,STUN_COOLDOWN_M_5,BOX_RESOURCE_BONUS_M_5,SCIENTIST,
SCIENTIST,11,17,1500,142560,245000,SC_CREW,POINT_DAMAGE_M_2,STUN_EFFECT_TIME_M_5,SCIENTIST,
SCIENTIST,12,20,3000,155520,305000,SC_CREW,HEALING_SHIP_SPEED_M_5,SCIENTIST,,
SCIENTIST,13,20,3500,164160,445000,SC_CREW,TESLA_SHIELD_BLOCK_M_5,TESLA_SHIELD_TIME_M_5,SCIENTIST,
SCIENTIST,14,21,4000,172800,505000,SC_CREW,SCIENTIST_EVO_3,SCIENTIST,,
SCIENTIST,15,22,4500,198720,895000,SC_CREW,TESLA_SHIELD_TIME_M_5,BOX_RESOURCE_BONUS_M_5,STUN_DISABLE_HEALING,SCIENTIST
SCIENTIST,16,24,5000,172800,600000,SC_CREW,RAILGUN_DAMAGE_M_20,SCIENTIST,,
SCIENTIST,17,25,5500,183600,675000,SC_CREW,POINT_DAMAGE_M_2,TESLA_SHIELD_BLOCK_M_5,SCIENTIST,
SCIENTIST,18,26,6000,211680,965000,SC_CREW,RAILGUN_COOLDOWN_M_5,TESLA_SHIELD_BLOCK_M_5,SCIENTIST,
SCIENTIST,19,27,6500,237600,765000,SC_CREW,RAILGUN_DAMAGE_M_10,BOX_RESOURCE_BONUS_M_5,SCIENTIST,
SCIENTIST,20,28,7000,198720,600000,SC_CREW,SCIENTIST_EVO_4,SCIENTIST,,
SCIENTIST,21,29,7500,285120,885000,SC_CREW,HEALING_SHIP_HITPOINTS_M_5,SCIENTIST,,
SCIENTIST,22,29,8000,302400,965000,SC_CREW,STUN_COOLDOWN_M_5,TESLA_SHIELD_BLOCK_M_5,SCIENTIST,
SCIENTIST,23,31,8500,319680,1015000,SC_CREW,STUN_EFFECT_TIME_M_5,SCIENTIST,,
SCIENTIST,24,31,9000,345600,1135000,SC_CREW,HEALING_SHIP_SPEED_M_5,TESLA_SHIELD_TIME_M_5,SCIENTIST,
SCIENTIST,25,31,10000,371520,1237500,SC_CREW,STUN_COOLDOWN_M_5,BOX_RESOURCE_BONUS_M_5,SCIENTIST,
SCIENTIST,26,31,11000,406080,1487500,SC_CREW,RAILGUN_DAMAGE_M_10,TESLA_SHIELD_BLOCK_M_5,SCIENTIST,
SCIENTIST,27,35,12000,302400,1040000,SC_CREW,POINT_DAMAGE_M_2,TESLA_SHIELD_TIME_M_10,SCIENTIST,
SCIENTIST,28,35,13000,483840,1480000,SC_CREW,SCIENTIST_EVO_5,SCIENTIST,,
SCIENTIST,29,36,14000,544320,1735000,SC_CREW,RAILGUN_COOLDOWN_M_5,STUN_EFFECT_TIME_M_10,SCIENTIST,
SCIENTIST,30,36,15000,604800,1975000,SC_CREW,WEAPON_RANGE_A_2,SCIENTIST,,
MINIGUN,1,4,15,180,0,SC_CREW,SKILL_MINIGUN_DAMAGE_A_2,,,
MINIGUN,2,4,25,900,12500,SC_CREW,SKILL_MINIGUN_RANGE_A_1,,,
MINIGUN,3,5,50,3600,21500,SC_CREW,SKILL_MINIGUN_DAMAGE_A_4,,,
MINIGUN,4,7,200,14400,22500,SC_CREW,SKILL_MINIGUN_COOLDOWN_M_5,,,
MINIGUN,5,8,300,21600,24500,SC_CREW,SKILL_MINIGUN_RANGE_A_1,,,
MINIGUN,6,10,600,36000,47000,SC_CREW,SKILL_MINIGUN_DAMAGE_M_5,,,
MINIGUN,7,12,800,50400,71000,SC_CREW,SKILL_MINIGUN_DAMAGE_M_5,,,
MINIGUN,8,14,1000,64800,80000,SC_CREW,SKILL_MINIGUN_COOLDOWN_M_5,,,
MINIGUN,9,15,1200,79200,132000,SC_CREW,SKILL_MINIGUN_DAMAGE_M_5,,,
MINIGUN,10,15,2100,136800,196000,SC_CREW,SKILL_MINIGUN_RANGE_A_1,,,
MINIGUN,11,15,2200,144000,216000,SC_CREW,SKILL_MINIGUN_DAMAGE_M_5,,,
MINIGUN,12,15,2200,147600,248000,SC_CREW,SKILL_MINIGUN_COOLDOWN_M_5,,,
MINIGUN,13,15,2300,154800,385000,SC_CREW,SKILL_MINIGUN_DAMAGE_M_5,,,
MINIGUN,14,15,2400,162000,470000,SC_CREW,SKILL_MINIGUN_DAMAGE_M_5,,,
MINIGUN,15,15,2500,169200,525000,SC_CREW,SKILL_MINIGUN_COOLDOWN_M_5,,,
MINIGUN,16,15,2700,180000,750000,SC_CREW,SKILL_MINIGUN_RANGE_M_5,,,
MINIGUN,17,15,2900,194400,920000,SC_CREW,SKILL_MINIGUN_DAMAGE_M_5,,,
MINIGUN,18,15,3100,208800,990000,SC_CREW,SKILL_MINIGUN_COOLDOWN_M_5,,,
MINIGUN,19,15,3200,216000,1115000,SC_CREW,SKILL_MINIGUN_RANGE_M_5,,,
MINIGUN,20,15,3500,230400,1500000,SC_CREW,SKILL_MINIGUN_DAMAGE_M_5,,,
MINIGUN,21,15,3700,244800,1645000,SC_CREW,SKILL_MINIGUN_COOLDOWN_M_5,,,
MINIGUN,22,15,3900,259200,1850000,SC_CREW,SKILL_MINIGUN_DAMAGE_M_5,,,
CANNON,1,4,15,180,0,SC_CREW,SKILL_STANDARD_CANNON_DAMAGE_A_5,,,
CANNON,2,4,20,600,9000,SC_CREW,SKILL_STANDARD_CANNON_RANGE_A_1,,,
CANNON,3,4,40,1800,17500,SC_CREW,SKILL_STANDARD_CANNON_BONUS_BONUS_TO_BURNING_A_5,,,
CANNON,4,5,50,3600,21500,SC_CREW,SKILL_STANDARD_CANNON_COOLDOWN_M_10,,,
CANNON,5,6,100,7200,22500,SC_CREW,SKILL_STANDARD_CANNON_DAMAGE_A_10,,,
CANNON,6,7,200,14400,22500,SC_CREW,SKILL_STANDARD_CANNON_PROJECTILE_SPEED_M_10,,,
CANNON,7,9,400,28800,33000,SC_CREW,SKILL_STANDARD_CANNON_DAMAGE_M_20,,,
CANNON,8,10,600,36000,47000,SC_CREW,SKILL_STANDARD_CANNON_RANGE_M_5,,,
CANNON,9,11,700,43200,62000,SC_CREW,SKILL_STANDARD_CANNON_DAMAGE_M_5,,,
CANNON,10,12,800,50400,71000,SC_CREW,SKILL_STANDARD_CANNON_RANGE_A_2,,,
CANNON,11,14,1000,64800,80000,SC_CREW,SKILL_STANDARD_CANNON_DAMAGE_M_5,,,
CANNON,12,15,1100,72000,98000,SC_CREW,SKILL_STANDARD_CANNON_BONUS_BONUS_TO_BURNING_A_5,,,
CANNON,13,15,1200,79200,132000,SC_CREW,SKILL_STANDARD_CANNON_DAMAGE_M_5,,,
CANNON,14,15,1300,86400,170000,SC_CREW,SKILL_STANDARD_CANNON_COOLDOWN_M_10,,,
CANNON,15,15,2100,140400,207000,SC_CREW,SKILL_STANDARD_CANNON_PROJECTILE_SPEED_M_10,,,
CANNON,16,15,2200,144000,216000,SC_CREW,SKILL_STANDARD_CANNON_BONUS_BONUS_TO_BURNING_A_5,,,
CANNON,17,15,2200,147600,248000,SC_CREW,SKILL_STANDARD_CANNON_DAMAGE_M_3,,,
CANNON,18,15,2300,151200,310000,SC_CREW,SKILL_STANDARD_CANNON_DAMAGE_M_3,,,
CANNON,19,15,2400,158400,445000,SC_CREW,SKILL_STANDARD_CANNON_PROJECTILE_SPEED_M_10,,,
CANNON,20,15,2400,162000,470000,SC_CREW,SKILL_STANDARD_CANNON_DAMAGE_M_15,,,
CANNON,21,15,2500,165600,485000,SC_CREW,SKILL_STANDARD_CANNON_BONUS_BONUS_TO_BURNING_A_5,,,
CANNON,22,15,2500,169200,525000,SC_CREW,SKILL_STANDARD_CANNON_DAMAGE_M_2,,,
CANNON,23,15,2700,180000,750000,SC_CREW,SKILL_STANDARD_CANNON_RANGE_M_5,,,
CANNON,24,15,2800,187200,860000,SC_CREW,SKILL_STANDARD_CANNON_COOLDOWN_M_10,,,
CANNON,25,15,2900,194400,920000,SC_CREW,SKILL_STANDARD_CANNON_DAMAGE_M_3,,,
CANNON,26,15,3000,201600,940000,SC_CREW,SKILL_STANDARD_CANNON_PROJECTILE_SPEED_M_10,,,
CANNON,27,15,3200,216000,1115000,SC_CREW,SKILL_STANDARD_CANNON_DAMAGE_M_2,,,
CANNON,28,15,3300,223200,1310000,SC_CREW,SKILL_STANDARD_CANNON_DAMAGE_M_2,,,
CANNON,29,15,3500,230400,1500000,SC_CREW,SKILL_STANDARD_CANNON_BONUS_BONUS_TO_BURNING_A_5,,,
CANNON,30,15,3600,237600,1605000,SC_CREW,SKILL_STANDARD_CANNON_DAMAGE_M_2,,,
CANNON,31,15,3800,252000,1695000,SC_CREW,SKILL_STANDARD_CANNON_DAMAGE_M_2,,,
CANNON,32,15,3900,259200,1850000,SC_CREW,SKILL_STANDARD_CANNON_DAMAGE_M_5,,,
CANNON_BLAST,1,4,15,180,8500,SC_CREW,SKILL_BLAST_CANNON_DAMAGE_A_5,,,
CANNON_BLAST,2,4,20,600,9000,SC_CREW,SKILL_BLAST_CANNON_RANGE_A_3,,,
CANNON_BLAST,3,4,40,1800,17500,SC_CREW,SKILL_BLAST_CANNON_DAMAGE_A_10,,,
CANNON_BLAST,4,5,50,3600,21500,SC_CREW,SKILL_BLAST_CANNON_PROJECTILE_SPEED_M_10,,,
CANNON_BLAST,5,6,100,7200,22500,SC_CREW,SKILL_BLAST_CANNON_BONUS_BONUS_TO_BURNING_A_5,,,
CANNON_BLAST,6,8,300,21600,24500,SC_CREW,SKILL_BLAST_CANNON_DAMAGE_M_5,,,
CANNON_BLAST,7,9,400,28800,33000,SC_CREW,SKILL_BLAST_CANNON_DAMAGE_M_2,,,
CANNON_BLAST,8,10,600,36000,47000,SC_CREW,SKILL_BLAST_CANNON_DAMAGE_M_5,,,
CANNON_BLAST,9,11,700,43200,62000,SC_CREW,SKILL_BLAST_CANNON_RANGE_M_5,,,
CANNON_BLAST,10,13,900,57600,74000,SC_CREW,SKILL_BLAST_CANNON_BONUS_BONUS_TO_BURNING_A_5,,,
CANNON_BLAST,11,14,1000,64800,80000,SC_CREW,SKILL_BLAST_CANNON_DAMAGE_M_5,,,
CANNON_BLAST,12,15,1100,72000,98000,SC_CREW,SKILL_BLAST_CANNON_PROJECTILE_SPEED_M_10,,,
CANNON_BLAST,13,15,1300,86400,170000,SC_CREW,SKILL_BLAST_CANNON_DAMAGE_M_10,,,
CANNON_BLAST,14,15,2100,136800,196000,SC_CREW,SKILL_BLAST_CANNON_BONUS_BONUS_TO_BURNING_A_5,,,
CANNON_BLAST,15,15,2100,140400,207000,SC_CREW,SKILL_BLAST_CANNON_DAMAGE_M_5,,,
CANNON_BLAST,16,15,2200,147600,248000,SC_CREW,SKILL_BLAST_CANNON_DAMAGE_M_2,,,
CANNON_BLAST,17,15,2300,151200,310000,SC_CREW,SKILL_BLAST_CANNON_DAMAGE_M_5,,,
CANNON_BLAST,18,15,2300,154800,385000,SC_CREW,SKILL_BLAST_CANNON_RANGE_M_5,,,
CANNON_BLAST,19,15,2400,158400,445000,SC_CREW,SKILL_BLAST_CANNON_DAMAGE_M_2,,,
CANNON_BLAST,20,15,2500,165600,485000,SC_CREW,SKILL_BLAST_CANNON_PROJECTILE_SPEED_M_10,,,
CANNON_BLAST,21,15,2500,169200,525000,SC_CREW,SKILL_BLAST_CANNON_DAMAGE_M_2,,,
CANNON_BLAST,22,15,2600,172800,620000,SC_CREW,SKILL_BLAST_CANNON_DAMAGE_M_10,,,
CANNON_BLAST,23,15,2800,187200,860000,SC_CREW,SKILL_BLAST_CANNON_DAMAGE_M_2,,,
CANNON_BLAST,24,15,2900,194400,920000,SC_CREW,SKILL_BLAST_CANNON_BONUS_BONUS_TO_BURNING_A_10,,,
CANNON_BLAST,25,15,3000,201600,940000,SC_CREW,SKILL_BLAST_CANNON_DAMAGE_M_2,,,
CANNON_BLAST,26,15,3200,216000,1115000,SC_CREW,SKILL_BLAST_CANNON_DAMAGE_M_10,,,
CANNON_BLAST,27,15,3300,223200,1310000,SC_CREW,SKILL_BLAST_CANNON_DAMAGE_M_2,,,
CANNON_BLAST,28,15,3500,230400,1500000,SC_CREW,SKILL_BLAST_CANNON_DAMAGE_M_10,,,
CANNON_BLAST,29,15,3600,237600,1605000,SC_CREW,SKILL_BLAST_CANNON_DAMAGE_M_5,,,
CANNON_BLAST,30,15,3800,252000,1695000,SC_CREW,SKILL_BLAST_CANNON_PROJECTILE_SPEED_M_10,,,
CANNON_BLAST,31,15,3900,259200,1850000,SC_CREW,SKILL_BLAST_CANNON_DAMAGE_M_10,,,
CANNON_EXPLOSION,1,4,15,180,8500,SC_CREW,SKILL_XPLO_CANNON_DAMAGE_A_5,,,
CANNON_EXPLOSION,2,4,20,600,9000,SC_CREW,SKILL_XPLO_CANNON_BONUS_BONUS_TO_BURNING_A_5,,,
CANNON_EXPLOSION,3,4,40,1800,17500,SC_CREW,SKILL_XPLO_CANNON_RANGE_A_3,,,
CANNON_EXPLOSION,4,5,50,3600,21500,SC_CREW,SKILL_XPLO_CANNON_PROJECTILE_SPEED_M_10,,,
CANNON_EXPLOSION,5,6,100,7200,22500,SC_CREW,SKILL_XPLO_CANNON_DAMAGE_M_5,,,
CANNON_EXPLOSION,6,8,300,21600,24500,SC_CREW,SKILL_XPLO_CANNON_DAMAGE_M_5,,,
CANNON_EXPLOSION,7,9,400,28800,33000,SC_CREW,SKILL_XPLO_CANNON_DAMAGE_A_10,,,
CANNON_EXPLOSION,8,10,600,36000,47000,SC_CREW,SKILL_XPLO_CANNON_DAMAGE_M_5,,,
CANNON_EXPLOSION,9,12,800,50400,71000,SC_CREW,SKILL_XPLO_CANNON_DAMAGE_M_5,,,
CANNON_EXPLOSION,10,13,900,57600,74000,SC_CREW,SKILL_XPLO_CANNON_BONUS_BONUS_TO_BURNING_A_5,,,
CANNON_EXPLOSION,11,14,1000,64800,80000,SC_CREW,SKILL_XPLO_CANNON_DAMAGE_M_5,,,
CANNON_EXPLOSION,12,15,1200,79200,132000,SC_CREW,SKILL_XPLO_CANNON_DAMAGE_M_5,,,
CANNON_EXPLOSION,13,15,1300,86400,170000,SC_CREW,SKILL_XPLO_CANNON_DAMAGE_M_5,,,
CANNON_EXPLOSION,14,15,2100,136800,196000,SC_CREW,SKILL_XPLO_CANNON_PROJECTILE_SPEED_M_10,,,
CANNON_EXPLOSION,15,15,2200,144000,216000,SC_CREW,SKILL_XPLO_CANNON_DAMAGE_M_10,,,
CANNON_EXPLOSION,16,15,2200,147600,248000,SC_CREW,SKILL_XPLO_CANNON_BONUS_BONUS_TO_BURNING_A_5,,,
CANNON_EXPLOSION,17,15,2300,154800,385000,SC_CREW,SKILL_XPLO_CANNON_RANGE_M_5,,,
CANNON_EXPLOSION,18,15,2400,158400,445000,SC_CREW,SKILL_XPLO_CANNON_DAMAGE_M_5,,,
CANNON_EXPLOSION,19,15,2400,162000,470000,SC_CREW,SKILL_XPLO_CANNON_BONUS_BONUS_TO_BURNING_A_5,,,
CANNON_EXPLOSION,20,15,2500,169200,525000,SC_CREW,SKILL_XPLO_CANNON_DAMAGE_M_10,,,
CANNON_EXPLOSION,21,15,2600,172800,620000,SC_CREW,SKILL_XPLO_CANNON_PROJECTILE_SPEED_M_10,,,
CANNON_EXPLOSION,22,15,2700,180000,750000,SC_CREW,SKILL_XPLO_CANNON_DAMAGE_M_5,,,
CANNON_EXPLOSION,23,15,2900,194400,920000,SC_CREW,SKILL_XPLO_CANNON_RANGE_M_5,,,
CANNON_EXPLOSION,24,15,3000,201600,940000,SC_CREW,SKILL_XPLO_CANNON_DAMAGE_M_5,,,
CANNON_EXPLOSION,25,15,3100,208800,990000,SC_CREW,SKILL_XPLO_CANNON_DAMAGE_M_5,,,
CANNON_EXPLOSION,26,15,3300,223200,1310000,SC_CREW,SKILL_XPLO_CANNON_BONUS_BONUS_TO_BURNING_A_5,,,
CANNON_EXPLOSION,27,15,3500,230400,1500000,SC_CREW,SKILL_XPLO_CANNON_DAMAGE_M_5,,,
CANNON_EXPLOSION,28,15,3600,237600,1605000,SC_CREW,SKILL_XPLO_CANNON_PROJECTILE_SPEED_M_10,,,
CANNON_EXPLOSION,29,15,3800,252000,1695000,SC_CREW,SKILL_XPLO_CANNON_DAMAGE_M_5,,,
CANNON_EXPLOSION,30,15,3900,259200,1850000,SC_CREW,SKILL_XPLO_CANNON_DAMAGE_M_5,,,
CANNON_SNIPER,1,4,15,180,8500,SC_CREW,SKILL_SNIPER_CANNON_DAMAGE_A_5,,,
CANNON_SNIPER,2,4,20,600,9000,SC_CREW,SKILL_SNIPER_CANNON_BONUS_BONUS_TO_BURNING_A_5,,,
CANNON_SNIPER,3,4,40,1800,17500,SC_CREW,SKILL_SNIPER_CANNON_RANGE_A_3,,,
CANNON_SNIPER,4,5,50,3600,21500,SC_CREW,SKILL_SNIPER_CANNON_DAMAGE_A_10,,,
CANNON_SNIPER,5,6,100,7200,22500,SC_CREW,SKILL_SNIPER_CANNON_PROJECTILE_SPEED_M_10,,,
CANNON_SNIPER,6,8,300,21600,24500,SC_CREW,SKILL_SNIPER_CANNON_DAMAGE_M_5,,,
CANNON_SNIPER,7,9,400,28800,33000,SC_CREW,SKILL_SNIPER_CANNON_DAMAGE_M_5,,,
CANNON_SNIPER,8,10,600,36000,47000,SC_CREW,SKILL_SNIPER_CANNON_PROC_RATE_CRIT_A_5,,,
CANNON_SNIPER,9,12,800,50400,71000,SC_CREW,SKILL_SNIPER_CANNON_DAMAGE_M_5,,,
CANNON_SNIPER,10,13,900,57600,74000,SC_CREW,SKILL_SNIPER_CANNON_DAMAGE_M_5,,,
CANNON_SNIPER,11,14,1000,64800,80000,SC_CREW,SKILL_SNIPER_CANNON_BONUS_BONUS_TO_BURNING_A_5,,,
CANNON_SNIPER,12,15,1200,79200,132000,SC_CREW,SKILL_SNIPER_CANNON_PROC_RATE_CRIT_A_5,,,
CANNON_SNIPER,13,15,1300,86400,170000,SC_CREW,SKILL_SNIPER_CANNON_RANGE_M_3,,,
CANNON_SNIPER,14,15,2100,136800,196000,SC_CREW,SKILL_SNIPER_CANNON_BONUS_CRIT_A_25,,,
CANNON_SNIPER,15,15,2200,144000,216000,SC_CREW,SKILL_SNIPER_CANNON_PROJECTILE_SPEED_M_10,,,
CANNON_SNIPER,16,15,2200,147600,248000,SC_CREW,SKILL_SNIPER_CANNON_BONUS_CRIT_A_25,,,
CANNON_SNIPER,17,15,2300,154800,385000,SC_CREW,SKILL_SNIPER_CANNON_BONUS_BONUS_TO_BURNING_A_5,,,
