ID,IDText,Name,Category,Description,Icon,CrewIcon,SlotCategory,SlotCost,TalentRequirements,Tier,Rarity,Evolution,PerkSlots,BuyCurrency,BuyPrice,SellPrice,SalvageOutput,ValueName,ValueIcon,ValueBase,ValueMax,ValueGroupMax,ValueGroupMaxItem,ItemEvoPath,TruncateToInteger,CurveID,LevelCostID,Type,TypeID,Prefab,ShowInPerkInfo,LevelOffset,PowerLevelBase,PowerLevelMax,DamageAchievement,ObsoleteItem,,,,
234,V1_SPEED_OVERBOOST_R3_E3,ITEM_SPEED_OVERBOOST,CATEGORY_SPEED,ITEM_SPEED_OVERBOOST_DESCRIPTION,items/item_speed_1,crew/crew_sailor_iteminfo,CONTROL,1,,5,3,3,3,SC_ITEM,1870660,779440,,TEXT_MULT,stats/stat_speed,0.592672414,0.700431034,0.700431034,V1_SPEED_OVERBOOST_R3_E3,,0,DEFAULT_XP_R3_E3,,SKILL,OVERBOOST_SKILL,,0,,343,433,,,,,,
235,V1_SPEED_OVERBOOST_R4_E1,ITEM_SPEED_OVERBOOST,CATEGORY_SPEED,ITEM_SPEED_OVERBOOST_DESCRIPTION,items/item_speed_1,crew/crew_sailor_iteminfo,CONTROL,1,,4,4,1,1,SC_ITEM,1447880,731250,,TEXT_MULT,stats/stat_speed,0.538793103,0.619612069,0.915948276,V1_SPEED_OVERBOOST_R4_E3,,0,DEFAULT_XP_R4_E1,,SKILL,OVERBOOST_SKILL,,0,,167,284,,,,,,
236,V1_SPEED_OVERBOOST_R4_E2,ITEM_SPEED_OVERBOOST,CATEGORY_SPEED,ITEM_SPEED_OVERBOOST_DESCRIPTION,items/item_speed_1,crew/crew_sailor_iteminfo,CONTROL,1,,5,4,2,2,SC_ITEM,2895750,1316250,,TEXT_MULT,stats/stat_speed,0.619612069,0.754310345,0.915948276,V1_SPEED_OVERBOOST_R4_E3,,0,DEFAULT_XP_R4_E2,,SKILL,OVERBOOST_SKILL,,0,,295,412,,,,,,
237,V1_SPEED_OVERBOOST_R4_E3,ITEM_SPEED_OVERBOOST,CATEGORY_SPEED,ITEM_SPEED_OVERBOOST_DESCRIPTION,items/item_speed_1,crew/crew_sailor_iteminfo,CONTROL,1,,6,4,3,3,SC_ITEM,5357140,2486250,,TEXT_MULT,stats/stat_speed,0.754310345,0.915948276,0.915948276,V1_SPEED_OVERBOOST_R4_E3,,0,DEFAULT_XP_R4_E3,,SKILL,OVERBOOST_SKILL,,0,,449,566,,,,,,
238,V1_SPEED_OVERBOOST_R5_E1,ITEM_SPEED_OVERBOOST,CATEGORY_SPEED,ITEM_SPEED_OVERBOOST_DESCRIPTION,items/item_speed_1,crew/crew_sailor_iteminfo,CONTROL,1,,5,5,1,2,SC_ITEM,3397680,1716000,,TEXT_MULT,stats/stat_speed,0.592672414,0.700431034,1.077586207,V1_SPEED_OVERBOOST_R5_E3,,0,DEFAULT_XP_R5_E1,,SKILL,OVERBOOST_SKILL,,0,,573,726,,,,,,
239,V1_SPEED_OVERBOOST_R5_E2,ITEM_SPEED_OVERBOOST,CATEGORY_SPEED,ITEM_SPEED_OVERBOOST_DESCRIPTION,items/item_speed_1,crew/crew_sailor_iteminfo,CONTROL,1,,6,5,2,3,SC_ITEM,6285710,2574000,,TEXT_MULT,stats/stat_speed,0.700431034,0.915948276,1.077586207,V1_SPEED_OVERBOOST_R5_E3,,0,DEFAULT_XP_R5_E2,,SKILL,OVERBOOST_SKILL,,0,,712,865,,,,,,
240,V1_SPEED_OVERBOOST_R5_E3,ITEM_SPEED_OVERBOOST,CATEGORY_SPEED,ITEM_SPEED_OVERBOOST_DESCRIPTION,items/item_speed_1,crew/crew_sailor_iteminfo,CONTROL,1,,7,5,3,4,SC_ITEM,10999990,4444440,,TEXT_MULT,stats/stat_speed,0.915948276,1.077586207,1.077586207,V1_SPEED_OVERBOOST_R5_E3,,0,DEFAULT_XP_R5_E3,,SKILL,OVERBOOST_SKILL,,0,,796,949,,,,,,
241,V1_HORN_R4_E1,ITEM_HORN,CATEGORY_HORN,ITEM_HORN_DESCRIPTION,items/item_horn_1,crew/crew_sailor_iteminfo,CONTROL,1,,4,4,1,1,SC_ITEM,1485000,750000,,TEXT_DAMAGE,stats/stat_damage,3,4,8,V1_HORN_R4_E1,,-1,FUSING_XP_T4,,SKILL,HORN_SKILL,,0,,167,284,,,,,,
242,V1_XP_CANNON_R1_E1,ITEM_CANNON_XP,CATEGORY_CANNON,ITEM_CANNON_XP_DESCRIPTION,items/item_cannon_5,crew/crew_cannoneer_iteminfo,ATTACK,1,,1,1,1,0,SC_ITEM,2480,1250,,TEXT_DAMAGE,stats/stat_damage,22,31,48,V1_XP_CANNON_R1_E1,,-1,FUSING_XP_T1,,SKILL,CANNON_SKILL,weapons/Cannon_5,0,,100,127,,,,,,
243,V1_XP_CANNON_R2_E1,ITEM_CANNON_XP,CATEGORY_CANNON,ITEM_CANNON_XP_DESCRIPTION,items/item_cannon_5,crew/crew_cannoneer_iteminfo,ATTACK,1,,2,2,1,0,SC_ITEM,23270,11750,,TEXT_DAMAGE,stats/stat_damage,26,37,80,V1_XP_CANNON_R2_E1,,-1,FUSING_XP_T2,,SKILL,CANNON_SKILL,weapons/Cannon_5,0,,120,183,,,,,,
244,V1_XP_CANNON_R3_E1,ITEM_CANNON_XP,CATEGORY_CANNON,ITEM_CANNON_XP_DESCRIPTION,items/item_cannon_5,crew/crew_cannoneer_iteminfo,ATTACK,1,,3,3,1,1,SC_ITEM,319770,140000,,TEXT_DAMAGE,stats/stat_damage,33,52,108,V1_XP_CANNON_R3_E1,,-1,FUSING_XP_T3,,SKILL,CANNON_SKILL,weapons/Cannon_5,0,,144,234,,,,,,
245,V1_XP_CANNON_R4_E1,ITEM_CANNON_XP,CATEGORY_CANNON,ITEM_CANNON_XP_DESCRIPTION,items/item_cannon_5,crew/crew_cannoneer_iteminfo,ATTACK,1,,4,4,1,1,SC_ITEM,1485000,750000,,TEXT_DAMAGE,stats/stat_damage,41,69,143,V1_XP_CANNON_R4_E1,,-1,FUSING_XP_T4,,SKILL,CANNON_SKILL,weapons/Cannon_5,0,,167,284,,,,,,
246,V1_XP_CANNON_R5_E1,ITEM_CANNON_XP,CATEGORY_CANNON,ITEM_CANNON_XP_DESCRIPTION,items/item_cannon_5,crew/crew_cannoneer_iteminfo,ATTACK,1,,5,5,1,2,SC_ITEM,3484800,1760000,,TEXT_DAMAGE,stats/stat_damage,52,91,182,V1_XP_CANNON_R5_E1,,-1,FUSING_XP_T5,,SKILL,CANNON_SKILL,weapons/Cannon_5,0,,573,726,,,,,,
247,V1_AREA_HEAL_R1_E1,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,1,1,1,0,SC_ITEM,5770,2920,,TEXT_HEAL,stats/stat_heal,9,13,19,V1_AREA_HEAL_R1_E3,,-1,2SLOT_XP_R1_E1,,SKILL,HEAL_SKILL_AREA,,0,,100,127,,,,,,
248,V1_AREA_HEAL_R1_E2,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,2,1,2,0,SC_ITEM,46110,17470,,TEXT_HEAL,stats/stat_heal,13,16,19,V1_AREA_HEAL_R1_E3,,-1,2SLOT_XP_R1_E2,,SKILL,HEAL_SKILL_AREA,,0,,136,163,,,,,,
249,V1_AREA_HEAL_R1_E3,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,3,1,3,0,SC_ITEM,230550,69870,,TEXT_HEAL,stats/stat_heal,16,19,19,V1_AREA_HEAL_R1_E3,,-1,2SLOT_XP_R1_E3,,SKILL,HEAL_SKILL_AREA,,0,,168,195,,,,,,
250,V1_AREA_HEAL_R2_E1,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,2,2,1,0,SC_ITEM,43350,21900,,TEXT_HEAL,stats/stat_heal,11,15,32,V1_AREA_HEAL_R2_E3,,-1,2SLOT_XP_R2_E1,,SKILL,HEAL_SKILL_AREA,,0,,120,183,,,,,,
251,V1_AREA_HEAL_R2_E2,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,3,2,2,1,SC_ITEM,260060,109460,,TEXT_HEAL,stats/stat_heal,15,21,32,V1_AREA_HEAL_R2_E3,,-1,2SLOT_XP_R2_E2,,SKILL,HEAL_SKILL_AREA,,0,,192,255,,,,,,
252,V1_AREA_HEAL_R2_E3,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,4,2,3,2,SC_ITEM,1040230,394030,,TEXT_HEAL,stats/stat_heal,21,32,32,V1_AREA_HEAL_R2_E3,,-1,2SLOT_XP_R2_E3,,SKILL,HEAL_SKILL_AREA,,0,,258,321,,,,,,
253,V1_AREA_HEAL_R3_E1,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,3,3,1,1,SC_ITEM,496450,217350,,TEXT_HEAL,stats/stat_heal,13,21,44,V1_AREA_HEAL_R3_E3,,-1,2SLOT_XP_R3_E1,,SKILL,HEAL_SKILL_AREA,,0,,144,234,,,,,,
254,V1_AREA_HEAL_R3_E2,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,4,3,2,2,SC_ITEM,1489330,626830,,TEXT_HEAL,stats/stat_heal,21,31,44,V1_AREA_HEAL_R3_E3,,-1,2SLOT_XP_R3_E2,,SKILL,HEAL_SKILL_AREA,,0,,249,339,,,,,,
255,V1_AREA_HEAL_R3_E3,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,5,3,3,3,SC_ITEM,2978660,1241110,,TEXT_HEAL,stats/stat_heal,31,44,44,V1_AREA_HEAL_R3_E3,,-1,2SLOT_XP_R3_E3,,SKILL,HEAL_SKILL_AREA,,0,,343,433,,,,,,
256,V1_AREA_HEAL_R4_E1,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,4,4,1,1,SC_ITEM,2074920,1047940,,TEXT_HEAL,stats/stat_heal,17,28,57,V1_AREA_HEAL_R4_E3,,-1,2SLOT_XP_R4_E1,,SKILL,HEAL_SKILL_AREA,,0,,167,284,,,,,,
257,V1_AREA_HEAL_R4_E2,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,5,4,2,2,SC_ITEM,4149840,1886290,,TEXT_HEAL,stats/stat_heal,28,41,57,V1_AREA_HEAL_R4_E3,,-1,2SLOT_XP_R4_E2,,SKILL,HEAL_SKILL_AREA,,0,,295,412,,,,,,
258,V1_AREA_HEAL_R4_E3,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,6,4,3,3,SC_ITEM,7677200,3299070,,TEXT_HEAL,stats/stat_heal,41,57,57,V1_AREA_HEAL_R4_E3,,-1,2SLOT_XP_R4_E3,,SKILL,HEAL_SKILL_AREA,,0,,449,566,,,,,,
259,V1_AREA_HEAL_R5_E1,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,5,5,1,2,SC_ITEM,4508460,2277000,,TEXT_HEAL,stats/stat_heal,21,37,73,V1_AREA_HEAL_R5_E3,,-1,2SLOT_XP_R5_E1,,SKILL,HEAL_SKILL_AREA,,0,,573,726,,,,,,
260,V1_AREA_HEAL_R5_E2,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,6,5,2,3,SC_ITEM,8340660,3415500,,TEXT_HEAL,stats/stat_heal,37,54,73,V1_AREA_HEAL_R5_E3,,-1,2SLOT_XP_R5_E2,,SKILL,HEAL_SKILL_AREA,,0,,712,865,,,,,,
261,V1_AREA_HEAL_R5_E3,ITEM_AREA_HEAL,CATEGORY_HEALING,ITEM_AREA_HEAL_DESCRIPTION,items/item_area_heal_1,crew/crew_carpenter_iteminfo,HEAL,2,,7,5,3,4,SC_ITEM,14596140,4835900,,TEXT_HEAL,stats/stat_heal,54,73,73,V1_AREA_HEAL_R5_E3,,-1,2SLOT_XP_R5_E3,,SKILL,HEAL_SKILL_AREA,,0,,796,949,,,,,,
262,V1_SELF_HEAL_R1_E1,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,1,1,1,0,SC_ITEM,2540,1290,,TEXT_HEAL,stats/stat_heal,12,17,26,V1_SELF_HEAL_R1_E3,,-1,DEFAULT_XP_R1_E1,,SKILL,HEAL_SKILL_HEAL_SELF,,0,,100,127,,,,,,
263,V1_SELF_HEAL_R1_E2,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,2,1,2,0,SC_ITEM,20300,7690,,TEXT_HEAL,stats/stat_heal,17,21,26,V1_SELF_HEAL_R1_E3,,-1,DEFAULT_XP_R1_E2,,SKILL,HEAL_SKILL_HEAL_SELF,,0,,136,163,,,,,,
264,V1_SELF_HEAL_R1_E3,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,3,1,3,0,SC_ITEM,101480,30750,,TEXT_HEAL,stats/stat_heal,21,26,26,V1_SELF_HEAL_R1_E3,,-1,DEFAULT_XP_R1_E3,,SKILL,HEAL_SKILL_HEAL_SELF,,0,,168,195,,,,,,
265,V1_SELF_HEAL_R2_E1,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,2,2,1,0,SC_ITEM,23850,12050,,TEXT_HEAL,stats/stat_heal,14,20,43,V1_SELF_HEAL_R2_E3,,-1,DEFAULT_XP_R2_E1,,SKILL,HEAL_SKILL_HEAL_SELF,,0,,120,183,,,,,,
266,V1_SELF_HEAL_R2_E2,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,3,2,2,1,SC_ITEM,143080,60220,,TEXT_HEAL,stats/stat_heal,20,28,43,V1_SELF_HEAL_R2_E3,,-1,DEFAULT_XP_R2_E2,,SKILL,HEAL_SKILL_HEAL_SELF,,0,,192,255,,,,,,
267,V1_SELF_HEAL_R2_E3,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,4,2,3,2,SC_ITEM,572320,216790,,TEXT_HEAL,stats/stat_heal,28,43,43,V1_SELF_HEAL_R2_E3,,-1,DEFAULT_XP_R2_E3,,SKILL,HEAL_SKILL_HEAL_SELF,,0,,258,321,,,,,,
268,V1_SELF_HEAL_R3_E1,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,3,3,1,1,SC_ITEM,327770,143500,,TEXT_HEAL,stats/stat_heal,18,28,58,V1_SELF_HEAL_R3_E3,,-1,DEFAULT_XP_R3_E1,,SKILL,HEAL_SKILL_HEAL_SELF,,0,,144,234,,,,,,
269,V1_SELF_HEAL_R3_E2,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,4,3,2,2,SC_ITEM,983300,413850,,TEXT_HEAL,stats/stat_heal,28,41,58,V1_SELF_HEAL_R3_E3,,-1,DEFAULT_XP_R3_E2,,SKILL,HEAL_SKILL_HEAL_SELF,,0,,249,339,,,,,,
270,V1_SELF_HEAL_R3_E3,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,5,3,3,3,SC_ITEM,1966590,819420,,TEXT_HEAL,stats/stat_heal,41,58,58,V1_SELF_HEAL_R3_E3,,-1,DEFAULT_XP_R3_E3,,SKILL,HEAL_SKILL_HEAL_SELF,,0,,343,433,,,,,,
271,V1_SELF_HEAL_R4_E1,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,4,4,1,1,SC_ITEM,1522130,768750,,TEXT_HEAL,stats/stat_heal,22,37,76,V1_SELF_HEAL_R4_E3,,-1,DEFAULT_XP_R4_E1,,SKILL,HEAL_SKILL_HEAL_SELF,,0,,167,284,,,,,,
272,V1_SELF_HEAL_R4_E2,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,5,4,2,2,SC_ITEM,3044250,1383750,,TEXT_HEAL,stats/stat_heal,37,54,76,V1_SELF_HEAL_R4_E3,,-1,DEFAULT_XP_R4_E2,,SKILL,HEAL_SKILL_HEAL_SELF,,0,,295,412,,,,,,
273,V1_SELF_HEAL_R4_E3,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,6,4,3,3,SC_ITEM,5631870,2613750,,TEXT_HEAL,stats/stat_heal,54,76,76,V1_SELF_HEAL_R4_E3,,-1,DEFAULT_XP_R4_E3,,SKILL,HEAL_SKILL_HEAL_SELF,,0,,449,566,,,,,,
274,V1_SELF_HEAL_R5_E1,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,5,5,1,2,SC_ITEM,3571920,1804000,,TEXT_HEAL,stats/stat_heal,28,49,97,V1_SELF_HEAL_R5_E3,,-1,DEFAULT_XP_R5_E1,,SKILL,HEAL_SKILL_HEAL_SELF,,0,,573,726,,,,,,
275,V1_SELF_HEAL_R5_E2,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,6,5,2,3,SC_ITEM,6608060,2706000,,TEXT_HEAL,stats/stat_heal,49,72,97,V1_SELF_HEAL_R5_E3,,-1,DEFAULT_XP_R5_E2,,SKILL,HEAL_SKILL_HEAL_SELF,,0,,712,865,,,,,,
276,V1_SELF_HEAL_R5_E3,ITEM_SELF_HEAL,CATEGORY_HEALING,ITEM_SELF_HEAL_DESCRIPTION,items/item_self_heal_1,crew/crew_carpenter_iteminfo,HEAL,1,,7,5,3,4,SC_ITEM,11564100,4672360,,TEXT_HEAL,stats/stat_heal,72,97,97,V1_SELF_HEAL_R5_E3,,-1,DEFAULT_XP_R5_E3,,SKILL,HEAL_SKILL_HEAL_SELF,,0,,796,949,,,,,,
277,V1_HEALTH_PACK_R1_E1,ITEM_HEALTH_PACK,CATEGORY_HEALING,ITEM_HEALTH_PACK_DESCRIPTION,items/item_hp_pack_1,crew/crew_carpenter_iteminfo,HEAL,1,,1,1,1,0,SC_ITEM,2590,1310,,TEXT_HEAL,stats/stat_heal,73,102,160,V1_HEALTH_PACK_R1_E3,,-1,DEFAULT_XP_R1_E1,,SKILL,HEAL_SKILL_HEAL_TEAM,Weapons/Health_Launcher,0,,100,127,,,,,,
278,V1_HEALTH_PACK_R1_E2,ITEM_HEALTH_PACK,CATEGORY_HEALING,ITEM_HEALTH_PACK_DESCRIPTION,items/item_hp_pack_1,crew/crew_carpenter_iteminfo,HEAL,1,,2,1,2,0,SC_ITEM,20700,7840,,TEXT_HEAL,stats/stat_heal,102,131,160,V1_HEALTH_PACK_R1_E3,,-1,DEFAULT_XP_R1_E2,,SKILL,HEAL_SKILL_HEAL_TEAM,Weapons/Health_Launcher,0,,136,163,,,,,,
279,V1_HEALTH_PACK_R1_E3,ITEM_HEALTH_PACK,CATEGORY_HEALING,ITEM_HEALTH_PACK_DESCRIPTION,items/item_hp_pack_1,crew/crew_carpenter_iteminfo,HEAL,1,,3,1,3,0,SC_ITEM,103460,31350,,TEXT_HEAL,stats/stat_heal,131,160,160,V1_HEALTH_PACK_R1_E3,,-1,DEFAULT_XP_R1_E3,,SKILL,HEAL_SKILL_HEAL_TEAM,Weapons/Health_Launcher,0,,168,195,,,,,,
280,V1_HEALTH_PACK_R2_E1,ITEM_HEALTH_PACK,CATEGORY_HEALING,ITEM_HEALTH_PACK_DESCRIPTION,items/item_hp_pack_1,crew/crew_carpenter_iteminfo,HEAL,1,,2,2,1,0,SC_ITEM,24320,12280,,TEXT_HEAL,stats/stat_heal,87,124,268,V1_HEALTH_PACK_R2_E3,,-1,DEFAULT_XP_R2_E1,,SKILL,HEAL_SKILL_HEAL_TEAM,Weapons/Health_Launcher,0,,120,183,,,,,,
281,V1_HEALTH_PACK_R2_E2,ITEM_HEALTH_PACK,CATEGORY_HEALING,ITEM_HEALTH_PACK_DESCRIPTION,items/item_hp_pack_1,crew/crew_carpenter_iteminfo,HEAL,1,,3,2,2,1,SC_ITEM,145880,61400,,TEXT_HEAL,stats/stat_heal,124,174,268,V1_HEALTH_PACK_R2_E3,,-1,DEFAULT_XP_R2_E2,,SKILL,HEAL_SKILL_HEAL_TEAM,Weapons/Health_Launcher,0,,192,255,,,,,,
282,V1_HEALTH_PACK_R2_E3,ITEM_HEALTH_PACK,CATEGORY_HEALING,ITEM_HEALTH_PACK_DESCRIPTION,items/item_hp_pack_1,crew/crew_carpenter_iteminfo,HEAL,1,,4,2,3,2,SC_ITEM,583490,221020,,TEXT_HEAL,stats/stat_heal,174,268,268,V1_HEALTH_PACK_R2_E3,,-1,DEFAULT_XP_R2_E3,,SKILL,HEAL_SKILL_HEAL_TEAM,Weapons/Health_Launcher,0,,258,321,,,,,,
283,V1_HEALTH_PACK_R3_E1,ITEM_HEALTH_PACK,CATEGORY_HEALING,ITEM_HEALTH_PACK_DESCRIPTION,items/item_hp_pack_1,crew/crew_carpenter_iteminfo,HEAL,1,,3,3,1,1,SC_ITEM,334160,146300,,TEXT_HEAL,stats/stat_heal,109,174,363,V1_HEALTH_PACK_R3_E3,,-1,DEFAULT_XP_R3_E1,,SKILL,HEAL_SKILL_HEAL_TEAM,Weapons/Health_Launcher,0,,144,234,,,,,,
284,V1_HEALTH_PACK_R3_E2,ITEM_HEALTH_PACK,CATEGORY_HEALING,ITEM_HEALTH_PACK_DESCRIPTION,items/item_hp_pack_1,crew/crew_carpenter_iteminfo,HEAL,1,,4,3,2,2,SC_ITEM,1002480,421920,,TEXT_HEAL,stats/stat_heal,174,254,363,V1_HEALTH_PACK_R3_E3,,-1,DEFAULT_XP_R3_E2,,SKILL,HEAL_SKILL_HEAL_TEAM,Weapons/Health_Launcher,0,,249,339,,,,,,
285,V1_HEALTH_PACK_R3_E3,ITEM_HEALTH_PACK,CATEGORY_HEALING,ITEM_HEALTH_PACK_DESCRIPTION,items/item_hp_pack_1,crew/crew_carpenter_iteminfo,HEAL,1,,5,3,3,3,SC_ITEM,2004960,835400,,TEXT_HEAL,stats/stat_heal,254,363,363,V1_HEALTH_PACK_R3_E3,,-1,DEFAULT_XP_R3_E3,,SKILL,HEAL_SKILL_HEAL_TEAM,Weapons/Health_Launcher,0,,343,433,,,,,,
286,V1_HEALTH_PACK_R4_E1,ITEM_HEALTH_PACK,CATEGORY_HEALING,ITEM_HEALTH_PACK_DESCRIPTION,items/item_hp_pack_1,crew/crew_carpenter_iteminfo,HEAL,1,,4,4,1,1,SC_ITEM,1551830,783750,,TEXT_HEAL,stats/stat_heal,138,232,478,V1_HEALTH_PACK_R4_E3,,-1,DEFAULT_XP_R4_E1,,SKILL,HEAL_SKILL_HEAL_TEAM,Weapons/Health_Launcher,0,,167,284,,,,,,
287,V1_HEALTH_PACK_R4_E2,ITEM_HEALTH_PACK,CATEGORY_HEALING,ITEM_HEALTH_PACK_DESCRIPTION,items/item_hp_pack_1,crew/crew_carpenter_iteminfo,HEAL,1,,5,4,2,2,SC_ITEM,3103650,1410750,,TEXT_HEAL,stats/stat_heal,232,341,478,V1_HEALTH_PACK_R4_E3,,-1,DEFAULT_XP_R4_E2,,SKILL,HEAL_SKILL_HEAL_TEAM,Weapons/Health_Launcher,0,,295,412,,,,,,
288,V1_HEALTH_PACK_R4_E3,ITEM_HEALTH_PACK,CATEGORY_HEALING,ITEM_HEALTH_PACK_DESCRIPTION,items/item_hp_pack_1,crew/crew_carpenter_iteminfo,HEAL,1,,6,4,3,3,SC_ITEM,5741760,2664750,,TEXT_HEAL,stats/stat_heal,341,478,478,V1_HEALTH_PACK_R4_E3,,-1,DEFAULT_XP_R4_E3,,SKILL,HEAL_SKILL_HEAL_TEAM,Weapons/Health_Launcher,0,,449,566,,,,,,
289,V1_HEALTH_PACK_R5_E1,ITEM_HEALTH_PACK,CATEGORY_HEALING,ITEM_HEALTH_PACK_DESCRIPTION,items/item_hp_pack_1,crew/crew_carpenter_iteminfo,HEAL,1,,5,5,1,2,SC_ITEM,3641620,1839200,,TEXT_HEAL,stats/stat_heal,174,305,609,V1_HEALTH_PACK_R5_E3,,-1,DEFAULT_XP_R5_E1,,SKILL,HEAL_SKILL_HEAL_TEAM,Weapons/Health_Launcher,0,,573,726,,,,,,
290,V1_HEALTH_PACK_R5_E2,ITEM_HEALTH_PACK,CATEGORY_HEALING,ITEM_HEALTH_PACK_DESCRIPTION,items/item_hp_pack_1,crew/crew_carpenter_iteminfo,HEAL,1,,6,5,2,3,SC_ITEM,6736990,2758800,,TEXT_HEAL,stats/stat_heal,305,449,609,V1_HEALTH_PACK_R5_E3,,-1,DEFAULT_XP_R5_E2,,SKILL,HEAL_SKILL_HEAL_TEAM,Weapons/Health_Launcher,0,,712,865,,,,,,
291,V1_HEALTH_PACK_R5_E3,ITEM_HEALTH_PACK,CATEGORY_HEALING,ITEM_HEALTH_PACK_DESCRIPTION,items/item_hp_pack_1,crew/crew_carpenter_iteminfo,HEAL,1,,7,5,3,4,SC_ITEM,11789740,4763530,,TEXT_HEAL,stats/stat_heal,449,609,609,V1_HEALTH_PACK_R5_E3,,-1,DEFAULT_XP_R5_E3,,SKILL,HEAL_SKILL_HEAL_TEAM,Weapons/Health_Launcher,0,,796,949,,,,,,
