ID,IDText,ItemName,Name,ExclusionGroups ,Perks,Icon,Background,CrewIcon,SkillGroupIcon,FittingGroup,Rarity,BuyCurrency,BuyPrice,SellPrice,SalvagePrice,SalvageCurrency,BuffContributionMultiplier,PowerLevel,PowerLevelFactor,
90,NITRO_COOLDOWN_R2,PERK_ITEM_NAME_NITRO_COOLDOWN,PERK_NAME_COOLDOWN,,PERK_NITRO_COOLDOWN_R2,stats/stat_cooldown,,crew/crew_sailor_iteminfo,items/item_speed_2,NITRO,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.05,
91,NITRO_COOLDOWN_R3,PERK_ITEM_NAME_NITRO_COOLDOWN,PERK_NAME_COOLDOWN,,PERK_NITRO_COOLDOWN_R3,stats/stat_cooldown,,crew/crew_sailor_iteminfo,items/item_speed_2,NITRO,3,SC_ITEM,550000,180000,10,HC,,,0.1,
92,NITRO_COOLDOWN_R4,PERK_ITEM_NAME_NITRO_COOLDOWN,PERK_NAME_COOLDOWN,,PERK_NITRO_COOLDOWN_R4,stats/stat_cooldown,,crew/crew_sailor_iteminfo,items/item_speed_2,NITRO,4,SC_ITEM,1500000,350000,25,HC,,,0.15,
93,NITRO_COOLDOWN_R5,PERK_ITEM_NAME_NITRO_COOLDOWN,PERK_NAME_COOLDOWN,,PERK_NITRO_COOLDOWN_R5,stats/stat_cooldown,,crew/crew_sailor_iteminfo,items/item_speed_2,NITRO,5,SC_ITEM,2800000,500000,100,HC,,,0.2,
94,GRENADE_DOT_CHANCE_R2,PERK_ITEM_NAME_GRENADE_DOT_CHANCE,PERK_NAME_GRENADE_DOT_CHANCE,,PERK_GRENADE_DOT_CHANCE_R2,stats/stat_probability,,crew/crew_fisherman_iteminfo,items/item_grenade_1,GRENADE,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.05,
95,GRENADE_DOT_CHANCE_R3,PERK_ITEM_NAME_GRENADE_DOT_CHANCE,PERK_NAME_GRENADE_DOT_CHANCE,,PERK_GRENADE_DOT_CHANCE_R3,stats/stat_probability,,crew/crew_fisherman_iteminfo,items/item_grenade_1,GRENADE,3,SC_ITEM,550000,180000,10,HC,,,0.1,
96,GRENADE_DOT_CHANCE_R4,PERK_ITEM_NAME_GRENADE_DOT_CHANCE,PERK_NAME_GRENADE_DOT_CHANCE,,PERK_GRENADE_DOT_CHANCE_R4,stats/stat_probability,,crew/crew_fisherman_iteminfo,items/item_grenade_1,GRENADE,4,SC_ITEM,1500000,350000,25,HC,,,0.15,
97,GRENADE_DOT_CHANCE_R5,PERK_ITEM_NAME_GRENADE_DOT_CHANCE,PERK_NAME_GRENADE_DOT_CHANCE,,PERK_GRENADE_DOT_CHANCE_R5,stats/stat_probability,,crew/crew_fisherman_iteminfo,items/item_grenade_1,GRENADE,5,SC_ITEM,2800000,500000,100,HC,,,0.2,
98,HEALING_INCREASE_R2,PERK_ITEM_NAME_HEALING,PERK_NAME_HEAL_BOOST,,PERK_HEALING_INCREASE_R2,stats/stat_heal,,crew/crew_carpenter_iteminfo,talents/healing,HEALING,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.05,
99,HEALING_INCREASE_R3,PERK_ITEM_NAME_HEALING,PERK_NAME_HEAL_BOOST,,PERK_HEALING_INCREASE_R3,stats/stat_heal,,crew/crew_carpenter_iteminfo,talents/healing,HEALING,3,SC_ITEM,550000,180000,10,HC,,,0.1,
100,HEALING_INCREASE_R4,PERK_ITEM_NAME_HEALING,PERK_NAME_HEAL_BOOST,,PERK_HEALING_INCREASE_R4,stats/stat_heal,,crew/crew_carpenter_iteminfo,talents/healing,HEALING,4,SC_ITEM,1500000,350000,25,HC,,,0.15,
101,HEALING_INCREASE_R5,PERK_ITEM_NAME_HEALING,PERK_NAME_HEAL_BOOST,,PERK_HEALING_INCREASE_R5,stats/stat_heal,,crew/crew_carpenter_iteminfo,talents/healing,HEALING,5,SC_ITEM,2800000,500000,100,HC,,,0.2,
102,HEALING_COOLDOWN_R2,PERK_ITEM_NAME_HEALING_COOLDOWN,PERK_NAME_COOLDOWN,,PERK_HEALING_COOLDOWN_R2,stats/stat_cooldown,,crew/crew_carpenter_iteminfo,talents/healing,ACTIVE_HEALING,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.05,
103,HEALING_COOLDOWN_R3,PERK_ITEM_NAME_HEALING_COOLDOWN,PERK_NAME_COOLDOWN,,PERK_HEALING_COOLDOWN_R3,stats/stat_cooldown,,crew/crew_carpenter_iteminfo,talents/healing,ACTIVE_HEALING,3,SC_ITEM,550000,180000,10,HC,,,0.1,
104,HEALING_COOLDOWN_R4,PERK_ITEM_NAME_HEALING_COOLDOWN,PERK_NAME_COOLDOWN,,PERK_HEALING_COOLDOWN_R4,stats/stat_cooldown,,crew/crew_carpenter_iteminfo,talents/healing,ACTIVE_HEALING,4,SC_ITEM,1500000,350000,25,HC,,,0.15,
105,HEALING_COOLDOWN_R5,PERK_ITEM_NAME_HEALING_COOLDOWN,PERK_NAME_COOLDOWN,,PERK_HEALING_COOLDOWN_R5,stats/stat_cooldown,,crew/crew_carpenter_iteminfo,talents/healing,ACTIVE_HEALING,5,SC_ITEM,2800000,500000,100,HC,,,0.2,
106,MORTAR_DAMAGE_R2,PERK_ITEM_NAME_MORTAR_DAMAGE,PERK_NAME_DAMAGE,,PERK_MORTAR_DAMAGE_R2,stats/stat_damage,,crew/crew_mortarman_iteminfo,talents/mortars,MORTAR,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.05,
107,MORTAR_DAMAGE_R3,PERK_ITEM_NAME_MORTAR_DAMAGE,PERK_NAME_DAMAGE,,PERK_MORTAR_DAMAGE_R3,stats/stat_damage,,crew/crew_mortarman_iteminfo,talents/mortars,MORTAR,3,SC_ITEM,550000,180000,10,HC,,,0.1,
108,MORTAR_DAMAGE_R4,PERK_ITEM_NAME_MORTAR_DAMAGE,PERK_NAME_DAMAGE,,PERK_MORTAR_DAMAGE_R4,stats/stat_damage,,crew/crew_mortarman_iteminfo,talents/mortars,MORTAR,4,SC_ITEM,1500000,350000,25,HC,,,0.15,
109,MORTAR_DAMAGE_R5,PERK_ITEM_NAME_MORTAR_DAMAGE,PERK_NAME_DAMAGE,,PERK_MORTAR_DAMAGE_R5,stats/stat_damage,,crew/crew_mortarman_iteminfo,talents/mortars,MORTAR,5,SC_ITEM,2800000,500000,100,HC,,,0.2,
110,TESLA_SHIELD_DURATION_R2,PERK_ITEM_NAME_TESLA_SHIELD_DURATION,PERK_NAME_DURATION_TESLA_SHIELD,,PERK_TESLA_SHIELD_DURATION_R2,stats/stat_duration,,crew/crew_scientist_iteminfo,items/item_tesla_shield_1,TESLA_SHIELD,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.05,
111,TESLA_SHIELD_DURATION_R3,PERK_ITEM_NAME_TESLA_SHIELD_DURATION,PERK_NAME_DURATION_TESLA_SHIELD,,PERK_TESLA_SHIELD_DURATION_R3,stats/stat_duration,,crew/crew_scientist_iteminfo,items/item_tesla_shield_1,TESLA_SHIELD,3,SC_ITEM,550000,180000,10,HC,,,0.1,
112,TESLA_SHIELD_DURATION_R4,PERK_ITEM_NAME_TESLA_SHIELD_DURATION,PERK_NAME_DURATION_TESLA_SHIELD,,PERK_TESLA_SHIELD_DURATION_R4,stats/stat_duration,,crew/crew_scientist_iteminfo,items/item_tesla_shield_1,TESLA_SHIELD,4,SC_ITEM,1500000,350000,25,HC,,,0.15,
113,TESLA_SHIELD_DURATION_R5,PERK_ITEM_NAME_TESLA_SHIELD_DURATION,PERK_NAME_DURATION_TESLA_SHIELD,,PERK_TESLA_SHIELD_DURATION_R5,stats/stat_duration,,crew/crew_scientist_iteminfo,items/item_tesla_shield_1,TESLA_SHIELD,5,SC_ITEM,2800000,500000,100,HC,,,0.2,
114,CANNON_DAMAGE_TO_BURNING_R2,PERK_ITEM_NAME_DAMAGE_TO_BURNING,PERK_NAME_DAMAGE_TO_BURNING,,PERK_CANNON_DAMAGE_TO_BURNING_R2,stats/stat_burn,,crew/crew_cannoneer_iteminfo,talents/cannons,CANNON,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.05,
115,CANNON_DAMAGE_TO_BURNING_R3,PERK_ITEM_NAME_DAMAGE_TO_BURNING,PERK_NAME_DAMAGE_TO_BURNING,,PERK_CANNON_DAMAGE_TO_BURNING_R3,stats/stat_burn,,crew/crew_cannoneer_iteminfo,talents/cannons,CANNON,3,SC_ITEM,550000,180000,10,HC,,,0.1,
116,CANNON_DAMAGE_TO_BURNING_R4,PERK_ITEM_NAME_DAMAGE_TO_BURNING,PERK_NAME_DAMAGE_TO_BURNING,,PERK_CANNON_DAMAGE_TO_BURNING_R4,stats/stat_burn,,crew/crew_cannoneer_iteminfo,talents/cannons,CANNON,4,SC_ITEM,1500000,350000,25,HC,,,0.15,
117,CANNON_DAMAGE_TO_BURNING_R5,PERK_ITEM_NAME_DAMAGE_TO_BURNING,PERK_NAME_DAMAGE_TO_BURNING,,PERK_CANNON_DAMAGE_TO_BURNING_R5,stats/stat_burn,,crew/crew_cannoneer_iteminfo,talents/cannons,CANNON,5,SC_ITEM,2800000,500000,100,HC,,,0.2,
118,MORTAR_DAMAGE_TO_SLOWED_R2,PERK_ITEM_NAME_DAMAGE_TO_SLOWED,PERK_NAME_DAMAGE_TO_SLOWED,,PERK_MORTAR_DAMAGE_TO_SLOWED_R2,stats/stat_damage_to_slowed,,crew/crew_mortarman_iteminfo,talents/mortars,MORTAR,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.05,
119,MORTAR_DAMAGE_TO_SLOWED_R3,PERK_ITEM_NAME_DAMAGE_TO_SLOWED,PERK_NAME_DAMAGE_TO_SLOWED,,PERK_MORTAR_DAMAGE_TO_SLOWED_R3,stats/stat_damage_to_slowed,,crew/crew_mortarman_iteminfo,talents/mortars,MORTAR,3,SC_ITEM,550000,180000,10,HC,,,0.1,
120,MORTAR_DAMAGE_TO_SLOWED_R4,PERK_ITEM_NAME_DAMAGE_TO_SLOWED,PERK_NAME_DAMAGE_TO_SLOWED,,PERK_MORTAR_DAMAGE_TO_SLOWED_R4,stats/stat_damage_to_slowed,,crew/crew_mortarman_iteminfo,talents/mortars,MORTAR,4,SC_ITEM,1500000,350000,25,HC,,,0.15,
121,MORTAR_DAMAGE_TO_SLOWED_R5,PERK_ITEM_NAME_DAMAGE_TO_SLOWED,PERK_NAME_DAMAGE_TO_SLOWED,,PERK_MORTAR_DAMAGE_TO_SLOWED_R5,stats/stat_damage_to_slowed,,crew/crew_mortarman_iteminfo,talents/mortars,MORTAR,5,SC_ITEM,2800000,500000,100,HC,,,0.2,
122,TORPEDO_DAMAGE_TO_SLOWED_R2,PERK_ITEM_NAME_DAMAGE_TO_SLOWED,PERK_NAME_DAMAGE_TO_SLOWED,,PERK_TORPEDO_DAMAGE_TO_SLOWED_R2,stats/stat_damage_to_slowed,,crew/crew_diver_iteminfo,talents/torpedoes,TORPEDO,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.05,
123,TORPEDO_DAMAGE_TO_SLOWED_R3,PERK_ITEM_NAME_DAMAGE_TO_SLOWED,PERK_NAME_DAMAGE_TO_SLOWED,,PERK_TORPEDO_DAMAGE_TO_SLOWED_R3,stats/stat_damage_to_slowed,,crew/crew_diver_iteminfo,talents/torpedoes,TORPEDO,3,SC_ITEM,550000,180000,10,HC,,,0.1,
124,TORPEDO_DAMAGE_TO_SLOWED_R4,PERK_ITEM_NAME_DAMAGE_TO_SLOWED,PERK_NAME_DAMAGE_TO_SLOWED,,PERK_TORPEDO_DAMAGE_TO_SLOWED_R4,stats/stat_damage_to_slowed,,crew/crew_diver_iteminfo,talents/torpedoes,TORPEDO,4,SC_ITEM,1500000,350000,25,HC,,,0.15,
125,TORPEDO_DAMAGE_TO_SLOWED_R5,PERK_ITEM_NAME_DAMAGE_TO_SLOWED,PERK_NAME_DAMAGE_TO_SLOWED,,PERK_TORPEDO_DAMAGE_TO_SLOWED_R5,stats/stat_damage_to_slowed,,crew/crew_diver_iteminfo,talents/torpedoes,TORPEDO,5,SC_ITEM,2800000,500000,100,HC,,,0.2,
126,TORPEDO_DAMAGE_R2,PERK_ITEM_NAME_TORPEDO_DAMAGE,PERK_NAME_DAMAGE,,PERK_TORPEDO_DAMAGE_R2,stats/stat_damage,,crew/crew_diver_iteminfo,talents/torpedoes,TORPEDO,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.05,
127,TORPEDO_DAMAGE_R3,PERK_ITEM_NAME_TORPEDO_DAMAGE,PERK_NAME_DAMAGE,,PERK_TORPEDO_DAMAGE_R3,stats/stat_damage,,crew/crew_diver_iteminfo,talents/torpedoes,TORPEDO,3,SC_ITEM,550000,180000,10,HC,,,0.1,
128,TORPEDO_DAMAGE_R4,PERK_ITEM_NAME_TORPEDO_DAMAGE,PERK_NAME_DAMAGE,,PERK_TORPEDO_DAMAGE_R4,stats/stat_damage,,crew/crew_diver_iteminfo,talents/torpedoes,TORPEDO,4,SC_ITEM,1500000,350000,25,HC,,,0.15,
129,TORPEDO_DAMAGE_R5,PERK_ITEM_NAME_TORPEDO_DAMAGE,PERK_NAME_DAMAGE,,PERK_TORPEDO_DAMAGE_R5,stats/stat_damage,,crew/crew_diver_iteminfo,talents/torpedoes,TORPEDO,5,SC_ITEM,2800000,500000,100,HC,,,0.2,
130,SNIPER_CANNON_CRIT_R2,PERK_ITEM_NAME_SNIPER_CANNON_CRIT_CHANCE,PERK_NAME_CRIT_CHANCE,,PERK_SNIPER_CANNON_CRIT_R2,stats/stat_crit,,crew/crew_cannoneer_iteminfo,items/item_cannon_4,SNIPER_CANNON,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.05,
131,SNIPER_CANNON_CRIT_R3,PERK_ITEM_NAME_SNIPER_CANNON_CRIT_CHANCE,PERK_NAME_CRIT_CHANCE,,PERK_SNIPER_CANNON_CRIT_R3,stats/stat_crit,,crew/crew_cannoneer_iteminfo,items/item_cannon_4,SNIPER_CANNON,3,SC_ITEM,550000,180000,10,HC,,,0.1,
132,SNIPER_CANNON_CRIT_R4,PERK_ITEM_NAME_SNIPER_CANNON_CRIT_CHANCE,PERK_NAME_CRIT_CHANCE,,PERK_SNIPER_CANNON_CRIT_R4,stats/stat_crit,,crew/crew_cannoneer_iteminfo,items/item_cannon_4,SNIPER_CANNON,4,SC_ITEM,1500000,350000,25,HC,,,0.15,
133,SNIPER_CANNON_CRIT_R5,PERK_ITEM_NAME_SNIPER_CANNON_CRIT_CHANCE,PERK_NAME_CRIT_CHANCE,,PERK_SNIPER_CANNON_CRIT_R5,stats/stat_crit,,crew/crew_cannoneer_iteminfo,items/item_cannon_4,SNIPER_CANNON,5,SC_ITEM,2800000,500000,100,HC,,,0.2,
134,SNIPER_CANNON_CRIT_DAMAGE_R2,PERK_ITEM_NAME_CANNON_CRIT_DAMAGE,PERK_NAME_CRIT_DAMAGE,,PERK_SNIPER_CANNON_CRIT_DAMAGE_R2,stats/stat_crit_damage,,crew/crew_cannoneer_iteminfo,talents/cannons,CANNON,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.05,
135,SNIPER_CANNON_CRIT_DAMAGE_R3,PERK_ITEM_NAME_CANNON_CRIT_DAMAGE,PERK_NAME_CRIT_DAMAGE,,PERK_SNIPER_CANNON_CRIT_DAMAGE_R3,stats/stat_crit_damage,,crew/crew_cannoneer_iteminfo,talents/cannons,CANNON,3,SC_ITEM,550000,180000,10,HC,,,0.1,
136,SNIPER_CANNON_CRIT_DAMAGE_R4,PERK_ITEM_NAME_CANNON_CRIT_DAMAGE,PERK_NAME_CRIT_DAMAGE,,PERK_SNIPER_CANNON_CRIT_DAMAGE_R4,stats/stat_crit_damage,,crew/crew_cannoneer_iteminfo,talents/cannons,CANNON,4,SC_ITEM,1500000,350000,25,HC,,,0.15,
137,SNIPER_CANNON_CRIT_DAMAGE_R5,PERK_ITEM_NAME_CANNON_CRIT_DAMAGE,PERK_NAME_CRIT_DAMAGE,,PERK_SNIPER_CANNON_CRIT_DAMAGE_R5,stats/stat_crit_damage,,crew/crew_cannoneer_iteminfo,talents/cannons,CANNON,5,SC_ITEM,2800000,500000,100,HC,,,0.2,
138,MISSILE_DAMAGE_R2,PERK_ITEM_NAME_MISSILE_DAMAGE,PERK_NAME_DAMAGE,,PERK_MISSILE_DAMAGE_R2,stats/stat_damage,,crew/crew_bomber_iteminfo,items/item_missile_1,MISSILE_LAUNCHERS,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.05,
139,MISSILE_DAMAGE_R3,PERK_ITEM_NAME_MISSILE_DAMAGE,PERK_NAME_DAMAGE,,PERK_MISSILE_DAMAGE_R3,stats/stat_damage,,crew/crew_bomber_iteminfo,items/item_missile_1,MISSILE_LAUNCHERS,3,SC_ITEM,550000,180000,10,HC,,,0.1,
140,MISSILE_DAMAGE_R4,PERK_ITEM_NAME_MISSILE_DAMAGE,PERK_NAME_DAMAGE,,PERK_MISSILE_DAMAGE_R4,stats/stat_damage,,crew/crew_bomber_iteminfo,items/item_missile_1,MISSILE_LAUNCHERS,4,SC_ITEM,1500000,350000,25,HC,,,0.15,
141,MISSILE_DAMAGE_R5,PERK_ITEM_NAME_MISSILE_DAMAGE,PERK_NAME_DAMAGE,,PERK_MISSILE_DAMAGE_R5,stats/stat_damage,,crew/crew_bomber_iteminfo,items/item_missile_1,MISSILE_LAUNCHERS,5,SC_ITEM,2800000,500000,100,HC,,,0.2,
142,TESLA_SHIELD_HITPOINTS_R2,PERK_ITEM_NAME_TESLA_SHIELD_HITPOINTS,PERK_NAME_HITPOINTS_TESLA_SHIELD,,PERK_TESLA_SHIELD_HITPOINTS_R2,stats/stat_health,,crew/crew_scientist_iteminfo,items/item_tesla_shield_1,TESLA_SHIELD,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.05,
143,TESLA_SHIELD_HITPOINTS_R3,PERK_ITEM_NAME_TESLA_SHIELD_HITPOINTS,PERK_NAME_HITPOINTS_TESLA_SHIELD,,PERK_TESLA_SHIELD_HITPOINTS_R3,stats/stat_health,,crew/crew_scientist_iteminfo,items/item_tesla_shield_1,TESLA_SHIELD,3,SC_ITEM,550000,180000,10,HC,,,0.1,
144,TESLA_SHIELD_HITPOINTS_R4,PERK_ITEM_NAME_TESLA_SHIELD_HITPOINTS,PERK_NAME_HITPOINTS_TESLA_SHIELD,,PERK_TESLA_SHIELD_HITPOINTS_R4,stats/stat_health,,crew/crew_scientist_iteminfo,items/item_tesla_shield_1,TESLA_SHIELD,4,SC_ITEM,1500000,350000,25,HC,,,0.15,
145,TESLA_SHIELD_HITPOINTS_R5,PERK_ITEM_NAME_TESLA_SHIELD_HITPOINTS,PERK_NAME_HITPOINTS_TESLA_SHIELD,,PERK_TESLA_SHIELD_HITPOINTS_R5,stats/stat_health,,crew/crew_scientist_iteminfo,items/item_tesla_shield_1,TESLA_SHIELD,5,SC_ITEM,2800000,500000,100,HC,,,0.2,
146,FIRE_DAMAGE_R2,PERK_ITEM_NAME_FIRE_DAMAGE,PERK_NAME_DAMAGE,,PERK_FIRE_DAMAGE_R2,stats/stat_damage,,crew/crew_engineer_iteminfo,talents/fire_items,FIRE,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.05,
147,FIRE_DAMAGE_R3,PERK_ITEM_NAME_FIRE_DAMAGE,PERK_NAME_DAMAGE,,PERK_FIRE_DAMAGE_R3,stats/stat_damage,,crew/crew_engineer_iteminfo,talents/fire_items,FIRE,3,SC_ITEM,550000,180000,10,HC,,,0.1,
148,FIRE_DAMAGE_R4,PERK_ITEM_NAME_FIRE_DAMAGE,PERK_NAME_DAMAGE,,PERK_FIRE_DAMAGE_R4,stats/stat_damage,,crew/crew_engineer_iteminfo,talents/fire_items,FIRE,4,SC_ITEM,1500000,350000,25,HC,,,0.15,
149,FIRE_DAMAGE_R5,PERK_ITEM_NAME_FIRE_DAMAGE,PERK_NAME_DAMAGE,,PERK_FIRE_DAMAGE_R5,stats/stat_damage,,crew/crew_engineer_iteminfo,talents/fire_items,FIRE,5,SC_ITEM,2800000,500000,100,HC,,,0.2,
150,EVENT_CANNON_DAMAGE_PROJ_SPD_R2,PERK_NAME_CANNON_DAMAGE_PROJECTILE_SPEED,EVENT_PERK_NAME_DAMAGE_PROJ_SPD,EVENT_PERK_CANNON_DAMAGE_PROJ_SPD,PERK_CANNON_DAMAGE_R2,PERK_EVENT_CANNON_SPEED_M_5,stats/stat_damage,items/perk_border_event_2,crew/crew_cannoneer_iteminfo,talents/cannons,CANNON,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.1
151,EVENT_CANNON_DAMAGE_PROJ_SPD_R3,PERK_NAME_CANNON_DAMAGE_PROJECTILE_SPEED,EVENT_PERK_NAME_DAMAGE_PROJ_SPD,EVENT_PERK_CANNON_DAMAGE_PROJ_SPD,PERK_CANNON_DAMAGE_R3,PERK_EVENT_CANNON_SPEED_M_7,stats/stat_damage,items/perk_border_event_3,crew/crew_cannoneer_iteminfo,talents/cannons,CANNON,3,SC_ITEM,550000,180000,10,HC,,,0.15
152,EVENT_CANNON_DAMAGE_PROJ_SPD_R4,PERK_NAME_CANNON_DAMAGE_PROJECTILE_SPEED,EVENT_PERK_NAME_DAMAGE_PROJ_SPD,EVENT_PERK_CANNON_DAMAGE_PROJ_SPD,PERK_CANNON_DAMAGE_R4,PERK_EVENT_CANNON_SPEED_M_10,stats/stat_damage,items/perk_border_event_4,crew/crew_cannoneer_iteminfo,talents/cannons,CANNON,4,SC_ITEM,1500000,350000,25,HC,,,0.2
153,EVENT_CANNON_DAMAGE_PROJ_SPD_R5,PERK_NAME_CANNON_DAMAGE_PROJECTILE_SPEED,EVENT_PERK_NAME_DAMAGE_PROJ_SPD,EVENT_PERK_CANNON_DAMAGE_PROJ_SPD,PERK_CANNON_DAMAGE_R4,PERK_EVENT_CANNON_SPEED_M_13,stats/stat_damage,items/perk_border_event_5,crew/crew_cannoneer_iteminfo,talents/cannons,CANNON,5,SC_ITEM,2800000,500000,100,HC,,,0.25
154,EVENT_MORTAR_DAMAGE_RNG_R2,PERK_NAME_MORTAR_DAMAGE_RANGE,EVENT_PERK_NAME_DAMAGE_RNG,EVENT_PERK_MORTAR_DAMAGE_RNG,PERK_MORTAR_DAMAGE_R2,PERK_EVENT_MORTAR_RANGE_M_5,stats/stat_damage,items/perk_border_event_2,crew/crew_mortarman_iteminfo,talents/mortars,MORTAR,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.1
155,EVENT_MORTAR_DAMAGE_RNG_R3,PERK_NAME_MORTAR_DAMAGE_RANGE,EVENT_PERK_NAME_DAMAGE_RNG,EVENT_PERK_MORTAR_DAMAGE_RNG,PERK_MORTAR_DAMAGE_R3,PERK_EVENT_MORTAR_RANGE_M_8,stats/stat_damage,items/perk_border_event_3,crew/crew_mortarman_iteminfo,talents/mortars,MORTAR,3,SC_ITEM,550000,180000,10,HC,,,0.15
156,EVENT_MORTAR_DAMAGE_RNG_R4,PERK_NAME_MORTAR_DAMAGE_RANGE,EVENT_PERK_NAME_DAMAGE_RNG,EVENT_PERK_MORTAR_DAMAGE_RNG,PERK_MORTAR_DAMAGE_R4,PERK_EVENT_MORTAR_RANGE_M_10,stats/stat_damage,items/perk_border_event_4,crew/crew_mortarman_iteminfo,talents/mortars,MORTAR,4,SC_ITEM,1500000,350000,25,HC,,,0.2
157,EVENT_MORTAR_DAMAGE_RNG_R5,PERK_NAME_MORTAR_DAMAGE_RANGE,EVENT_PERK_NAME_DAMAGE_RNG,EVENT_PERK_MORTAR_DAMAGE_RNG,PERK_MORTAR_DAMAGE_R4,PERK_EVENT_MORTAR_RANGE_M_12,stats/stat_damage,items/perk_border_event_5,crew/crew_mortarman_iteminfo,talents/mortars,MORTAR,5,SC_ITEM,2800000,500000,100,HC,,,0.25
158,EVENT_FIRE_DAMAGE_COOLDOWN_R2,PERK_NAME_FIRE_DAMAGE_COOLDOWN,EVENT_PERK_NAME_DAMAGE_COOLDOWN,EVENT_PERK_FIRE_DAMAGE_COOLDOWN,PERK_FIRE_DAMAGE_R2,PERK_EVENT_FIRE_COOLDOWN_2,stats/stat_damage,items/perk_border_event_2,crew/crew_engineer_iteminfo,talents/fire_items,FIRE,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.1
159,EVENT_FIRE_DAMAGE_COOLDOWN_R3,PERK_NAME_FIRE_DAMAGE_COOLDOWN,EVENT_PERK_NAME_DAMAGE_COOLDOWN,EVENT_PERK_FIRE_DAMAGE_COOLDOWN,PERK_FIRE_DAMAGE_R3,PERK_EVENT_FIRE_COOLDOWN_4,stats/stat_damage,items/perk_border_event_3,crew/crew_engineer_iteminfo,talents/fire_items,FIRE,3,SC_ITEM,550000,180000,10,HC,,,0.15
160,EVENT_FIRE_DAMAGE_COOLDOWN_R4,PERK_NAME_FIRE_DAMAGE_COOLDOWN,EVENT_PERK_NAME_DAMAGE_COOLDOWN,EVENT_PERK_FIRE_DAMAGE_COOLDOWN,PERK_FIRE_DAMAGE_R4,PERK_EVENT_FIRE_COOLDOWN_6,stats/stat_damage,items/perk_border_event_4,crew/crew_engineer_iteminfo,talents/fire_items,FIRE,4,SC_ITEM,1500000,350000,25,HC,,,0.2
161,EVENT_FIRE_DAMAGE_COOLDOWN_R5,PERK_NAME_FIRE_DAMAGE_COOLDOWN,EVENT_PERK_NAME_DAMAGE_COOLDOWN,EVENT_PERK_FIRE_DAMAGE_COOLDOWN,PERK_FIRE_DAMAGE_R4,PERK_EVENT_FIRE_COOLDOWN_8,stats/stat_damage,items/perk_border_event_5,crew/crew_engineer_iteminfo,talents/fire_items,FIRE,5,SC_ITEM,2800000,500000,100,HC,,,0.25
162,EVENT_TORPEDO_DAMAGE_FIRE_PROC_R2,PERK_NAME_TORPEDO_DAMAGE_FIRE_CHANCE,EVENT_PERK_NAME_DAMAGE_FIRE_PROC,EVENT_PERK_DAMAGE_FIRE_PROC,PERK_TORPEDO_DAMAGE_R2,PERK_TORPEDO_FIRE_DOT_12,stats/stat_damage,items/perk_border_event_2,crew/crew_diver_iteminfo,talents/torpedoes,TORPEDO,2,SC_ITEM,70000,20000,500,SC_ITEM,,,0.1
163,EVENT_TORPEDO_DAMAGE_FIRE_PROC_R3,PERK_NAME_TORPEDO_DAMAGE_FIRE_CHANCE,EVENT_PERK_NAME_DAMAGE_FIRE_PROC,EVENT_PERK_DAMAGE_FIRE_PROC,PERK_TORPEDO_DAMAGE_R3,PERK_TORPEDO_FIRE_DOT_15,stats/stat_damage,items/perk_border_event_3,crew/crew_diver_iteminfo,talents/torpedoes,TORPEDO,3,SC_ITEM,550000,180000,10,HC,,,0.15
164,EVENT_TORPEDO_DAMAGE_FIRE_PROC_R4,PERK_NAME_TORPEDO_DAMAGE_FIRE_CHANCE,EVENT_PERK_NAME_DAMAGE_FIRE_PROC,EVENT_PERK_DAMAGE_FIRE_PROC,PERK_TORPEDO_DAMAGE_R4,PERK_TORPEDO_FIRE_DOT_17,stats/stat_damage,items/perk_border_event_4,crew/crew_diver_iteminfo,talents/torpedoes,TORPEDO,4,SC_ITEM,1500000,350000,25,HC,,,0.2
165,EVENT_TORPEDO_DAMAGE_FIRE_PROC_R5,PERK_NAME_TORPEDO_DAMAGE_FIRE_CHANCE,EVENT_PERK_NAME_DAMAGE_FIRE_PROC,EVENT_PERK_DAMAGE_FIRE_PROC,PERK_TORPEDO_DAMAGE_R4,PERK_TORPEDO_FIRE_DOT_20,stats/stat_damage,items/perk_border_event_5,crew/crew_diver_iteminfo,talents/torpedoes,TORPEDO,5,SC_ITEM,2800000,500000,100,HC,,,0.25
